,,move,none,show,pick up,greetings,affirmative,clarify,bye,deny,find,macro avg,weighted avg,pipeline,split
3,precision,0.4,0.0,0.210526315789473,0.0,0.0,0.16666666666666602,0.22222222222222202,0.0,0.33333333333333304,0.0,0.13327485380116902,0.155684349763297,mitie,70
3,recall,0.4,0.0,0.8,0.0,0.0,0.052631578947368,0.2,0.0,0.421052631578947,0.0,0.18736842105263102,0.220238095238095,mitie,70
3,f1-score,0.4,0.0,0.33333333333333304,0.0,0.0,0.08,0.210526315789473,0.0,0.372093023255814,0.0,0.139595267237862,0.163493812049503,mitie,70
1,precision,0.9500000000000001,0.6666666666666661,1.0,0.9090909090909091,0.5454545454545451,0.9411764705882351,0.9473684210526311,1.0,0.9473684210526311,0.9500000000000001,0.885712543390561,0.910963348656847,pretrained_embeddings_spacy,0
1,recall,0.9500000000000001,0.769230769230769,1.0,1.0,0.75,0.842105263157894,0.9,0.555555555555555,0.9473684210526311,0.9500000000000001,0.866426000899685,0.8988095238095231,pretrained_embeddings_spacy,0
1,f1-score,0.9500000000000001,0.7142857142857141,1.0,0.9523809523809521,0.631578947368421,0.8888888888888881,0.923076923076923,0.7142857142857141,0.9473684210526311,0.9500000000000001,0.867186556133924,0.8997914505433301,pretrained_embeddings_spacy,0
2,precision,0.9047619047619041,0.6875,0.9500000000000001,0.9473684210526311,0.8571428571428571,0.923076923076923,0.75,0.8888888888888881,0.8636363636363631,0.9411764705882351,0.8713551829147801,0.8786210192425641,pretrained_embeddings_spacy,0
2,recall,0.9500000000000001,0.846153846153846,0.9500000000000001,0.9,0.75,0.631578947368421,0.9,0.8888888888888881,1.0,0.8,0.8616621682411151,0.8690476190476191,pretrained_embeddings_spacy,0
2,f1-score,0.9268292682926821,0.758620689655172,0.9500000000000001,0.923076923076923,0.799999999999999,0.7499999999999991,0.818181818181818,0.8888888888888881,0.9268292682926821,0.864864864864864,0.8607291721253031,0.867743348520261,pretrained_embeddings_spacy,0
3,precision,0.833333333333333,0.923076923076923,0.9523809523809521,0.9,1.0,0.75,0.8571428571428571,1.0,1.0,1.0,0.921593406593406,0.911352040816326,pretrained_embeddings_spacy,0
3,recall,1.0,0.923076923076923,1.0,0.9,0.75,0.9473684210526311,0.9,0.555555555555555,0.894736842105263,0.85,0.8720737741790371,0.8988095238095231,pretrained_embeddings_spacy,0
3,f1-score,0.9090909090909091,0.923076923076923,0.9756097560975611,0.9,0.8571428571428571,0.8372093023255811,0.8780487804878041,0.7142857142857141,0.9444444444444441,0.9189189189189181,0.8857827605870711,0.8974434688467181,pretrained_embeddings_spacy,0
1,precision,0.9473684210526311,0.6153846153846151,1.0,0.9523809523809521,0.461538461538461,0.9411764705882351,0.9,1.0,0.9473684210526311,0.9523809523809521,0.871759829437847,0.9024837330343741,pretrained_embeddings_spacy,10
1,recall,0.9,0.6153846153846151,1.0,1.0,0.75,0.842105263157894,0.9,0.555555555555555,0.9473684210526311,1.0,0.851041385515069,0.8869047619047611,pretrained_embeddings_spacy,10
1,f1-score,0.923076923076923,0.6153846153846151,1.0,0.9756097560975611,0.5714285714285711,0.8888888888888881,0.9,0.7142857142857141,0.9473684210526311,0.9756097560975611,0.8511652646312461,0.8891358190138671,pretrained_embeddings_spacy,10
2,precision,0.8636363636363631,0.6875,0.9500000000000001,0.9090909090909091,0.8571428571428571,0.923076923076923,0.8,0.8888888888888881,0.8636363636363631,0.9411764705882351,0.8684148776060541,0.875120655779794,pretrained_embeddings_spacy,10
2,recall,0.9500000000000001,0.846153846153846,0.9500000000000001,1.0,0.75,0.631578947368421,0.8,0.8888888888888881,1.0,0.8,0.8616621682411151,0.8690476190476191,pretrained_embeddings_spacy,10
2,f1-score,0.9047619047619041,0.758620689655172,0.9500000000000001,0.9523809523809521,0.799999999999999,0.7499999999999991,0.8,0.8888888888888881,0.9268292682926821,0.864864864864864,0.8596346568844461,0.866440354185908,pretrained_embeddings_spacy,10
3,precision,0.8636363636363631,0.8571428571428571,0.9523809523809521,0.85,1.0,0.7391304347826081,0.818181818181818,1.0,0.9444444444444441,1.0,0.9024916870569041,0.8917545388818681,pretrained_embeddings_spacy,10
3,recall,0.9500000000000001,0.923076923076923,1.0,0.85,0.625,0.894736842105263,0.9,0.555555555555555,0.894736842105263,0.9,0.8493106162843,0.88095238095238,pretrained_embeddings_spacy,10
3,f1-score,0.9047619047619041,0.8888888888888891,0.9756097560975611,0.85,0.769230769230769,0.8095238095238091,0.8571428571428571,0.7142857142857141,0.9189189189189191,0.9473684210526311,0.8635731039903051,0.8790240699969291,pretrained_embeddings_spacy,10
1,precision,1.0,0.6666666666666661,1.0,0.8,0.5,0.9,0.9411764705882351,0.833333333333333,0.9473684210526311,0.9047619047619041,0.8493306796402771,0.8820561557956511,pretrained_embeddings_spacy,20
1,recall,0.9,0.6153846153846151,1.0,1.0,0.625,0.9473684210526311,0.8,0.555555555555555,0.9473684210526311,0.9500000000000001,0.8340677013045431,0.875,pretrained_embeddings_spacy,20
1,f1-score,0.9473684210526311,0.64,1.0,0.8888888888888891,0.555555555555555,0.923076923076923,0.864864864864864,0.6666666666666661,0.9473684210526311,0.9268292682926821,0.836061900945084,0.874178183600519,pretrained_embeddings_spacy,20
2,precision,0.8636363636363631,0.6875,0.9500000000000001,0.9411764705882351,0.8571428571428571,0.866666666666666,0.6666666666666661,0.8888888888888881,0.8571428571428571,0.8823529411764701,0.8461173711909,0.8489504324457051,pretrained_embeddings_spacy,20
2,recall,0.9500000000000001,0.846153846153846,0.9500000000000001,0.8,0.75,0.684210526315789,0.8,0.8888888888888881,0.9473684210526311,0.75,0.8366621682411151,0.8392857142857141,pretrained_embeddings_spacy,20
2,f1-score,0.9047619047619041,0.758620689655172,0.9500000000000001,0.864864864864864,0.799999999999999,0.764705882352941,0.7272727272727271,0.8888888888888881,0.9,0.8108108108108101,0.83699257686073,0.8395576600263641,pretrained_embeddings_spacy,20
3,precision,0.8695652173913041,0.6923076923076921,0.9523809523809521,0.75,1.0,0.708333333333333,0.8888888888888881,1.0,0.8823529411764701,1.0,0.8743829025478641,0.8657127404101731,pretrained_embeddings_spacy,20
3,recall,1.0,0.6923076923076921,1.0,0.9,0.625,0.894736842105263,0.8,0.555555555555555,0.7894736842105261,0.9,0.8157073774179031,0.851190476190476,pretrained_embeddings_spacy,20
3,f1-score,0.9302325581395341,0.6923076923076921,0.9756097560975611,0.818181818181818,0.769230769230769,0.7906976744186041,0.842105263157894,0.7142857142857141,0.833333333333333,0.9473684210526311,0.8313353000205551,0.8494581134660311,pretrained_embeddings_spacy,20
1,precision,0.9444444444444441,0.7142857142857141,1.0,0.75,0.5454545454545451,0.8235294117647051,0.7000000000000001,0.625,0.9411764705882351,0.8636363636363631,0.7907526950174001,0.8212224915218611,pretrained_embeddings_spacy,30
1,recall,0.85,0.769230769230769,0.85,0.9,0.75,0.7368421052631571,0.7000000000000001,0.555555555555555,0.842105263157894,0.9500000000000001,0.7903733693207371,0.8095238095238091,pretrained_embeddings_spacy,30
1,f1-score,0.894736842105263,0.74074074074074,0.9189189189189181,0.818181818181818,0.631578947368421,0.777777777777777,0.7000000000000001,0.5882352941176471,0.8888888888888881,0.9047619047619041,0.786382113286138,0.8117561619146461,pretrained_embeddings_spacy,30
2,precision,0.826086956521739,0.583333333333333,0.9500000000000001,1.0,0.6666666666666661,0.8235294117647051,0.7142857142857141,0.8888888888888881,0.8571428571428571,0.8888888888888881,0.8198822717492791,0.8359206605347451,pretrained_embeddings_spacy,30
2,recall,0.9500000000000001,0.538461538461538,0.9500000000000001,0.9,0.75,0.7368421052631571,0.75,0.8888888888888881,0.9473684210526311,0.8,0.821156095366621,0.833333333333333,pretrained_embeddings_spacy,30
2,f1-score,0.883720930232558,0.559999999999999,0.9500000000000001,0.9473684210526311,0.7058823529411761,0.777777777777777,0.73170731707317,0.8888888888888881,0.9,0.842105263157894,0.8187450951124091,0.832755209712096,pretrained_embeddings_spacy,30
3,precision,0.818181818181818,0.769230769230769,0.9090909090909091,0.8095238095238091,1.0,0.7368421052631571,0.833333333333333,0.6000000000000001,0.8823529411764701,0.85,0.8208555685800261,0.8248053766961331,pretrained_embeddings_spacy,30
3,recall,0.9,0.769230769230769,1.0,0.85,0.75,0.7368421052631571,0.75,0.6666666666666661,0.7894736842105261,0.85,0.8062213225371121,0.8214285714285711,pretrained_embeddings_spacy,30
3,f1-score,0.8571428571428571,0.769230769230769,0.9523809523809521,0.829268292682926,0.8571428571428571,0.7368421052631571,0.7894736842105261,0.631578947368421,0.833333333333333,0.85,0.8106393798755801,0.821071443125816,pretrained_embeddings_spacy,30
1,precision,0.9473684210526311,0.5,0.9523809523809521,0.7894736842105261,0.625,0.65,0.7222222222222221,0.8,0.875,0.7307692307692301,0.7592214510635561,0.776900536980424,pretrained_embeddings_spacy,40
1,recall,0.9,0.6153846153846151,1.0,0.75,0.625,0.684210526315789,0.65,0.44444444444444403,0.7368421052631571,0.9500000000000001,0.7355881691408,0.767857142857142,pretrained_embeddings_spacy,40
1,f1-score,0.923076923076923,0.551724137931034,0.9756097560975611,0.769230769230769,0.625,0.6666666666666661,0.684210526315789,0.5714285714285711,0.799999999999999,0.826086956521739,0.7393034307269051,0.766346644211207,pretrained_embeddings_spacy,40
2,precision,0.826086956521739,0.5714285714285711,0.8571428571428571,0.9411764705882351,0.5,0.8,0.583333333333333,0.833333333333333,0.818181818181818,0.875,0.7605683340529881,0.7817191567008881,pretrained_embeddings_spacy,40
2,recall,0.9500000000000001,0.6153846153846151,0.9,0.8,0.625,0.631578947368421,0.7000000000000001,0.555555555555555,0.9473684210526311,0.7000000000000001,0.742488753936122,0.767857142857142,pretrained_embeddings_spacy,40
2,f1-score,0.883720930232558,0.592592592592592,0.8780487804878041,0.864864864864864,0.555555555555555,0.7058823529411761,0.636363636363636,0.6666666666666661,0.8780487804878041,0.777777777777777,0.743952193797043,0.768204520701378,pretrained_embeddings_spacy,40
3,precision,0.8695652173913041,0.6666666666666661,0.9047619047619041,0.64,1.0,0.5416666666666661,0.6818181818181811,0.75,0.875,1.0,0.7929478637304721,0.7872395203140541,pretrained_embeddings_spacy,40
3,recall,1.0,0.461538461538461,0.9500000000000001,0.8,0.75,0.684210526315789,0.75,0.6666666666666661,0.7368421052631571,0.7000000000000001,0.749925775978407,0.767857142857142,pretrained_embeddings_spacy,40
3,f1-score,0.9302325581395341,0.5454545454545451,0.9268292682926821,0.711111111111111,0.8571428571428571,0.6046511627906971,0.7142857142857141,0.7058823529411761,0.799999999999999,0.8235294117647051,0.7619118981923021,0.7685067052941711,pretrained_embeddings_spacy,40
1,precision,0.9047619047619041,0.5,0.769230769230769,0.481481481481481,0.6666666666666661,0.583333333333333,1.0,0.6666666666666661,0.875,0.48,0.692714082214082,0.7038758915247011,pretrained_embeddings_spacy,50
1,recall,0.9500000000000001,0.461538461538461,1.0,0.65,0.5,0.7368421052631571,0.25,0.44444444444444403,0.7368421052631571,0.6000000000000001,0.632966711650922,0.660714285714285,pretrained_embeddings_spacy,50
1,f1-score,0.9268292682926821,0.48000000000000004,0.8695652173913041,0.553191489361702,0.5714285714285711,0.651162790697674,0.4,0.533333333333333,0.799999999999999,0.533333333333333,0.6318844003838601,0.647868498584909,pretrained_embeddings_spacy,50
2,precision,0.8636363636363631,0.5625,0.8095238095238091,0.625,0.833333333333333,0.636363636363636,0.769230769230769,0.833333333333333,0.833333333333333,0.5714285714285711,0.7337683150183151,0.727260710519639,pretrained_embeddings_spacy,50
2,recall,0.9500000000000001,0.6923076923076921,0.85,0.5,0.625,0.7368421052631571,0.5,0.555555555555555,0.7894736842105261,0.8,0.699917903733693,0.7142857142857141,pretrained_embeddings_spacy,50
2,f1-score,0.9047619047619041,0.620689655172413,0.829268292682926,0.555555555555555,0.7142857142857141,0.6829268292682921,0.6060606060606061,0.6666666666666661,0.8108108108108101,0.6666666666666661,0.705769270193155,0.7107769458784711,pretrained_embeddings_spacy,50
3,precision,0.703703703703703,0.625,0.9500000000000001,0.5454545454545451,0.8,0.6190476190476191,0.818181818181818,0.75,0.75,0.636363636363636,0.719775132275132,0.7164343978332071,pretrained_embeddings_spacy,50
3,recall,0.9500000000000001,0.384615384615384,0.9500000000000001,0.6000000000000001,0.5,0.684210526315789,0.45,0.6666666666666661,0.9473684210526311,0.7000000000000001,0.6832860998650471,0.708333333333333,pretrained_embeddings_spacy,50
3,f1-score,0.8085106382978721,0.47619047619047605,0.9500000000000001,0.5714285714285711,0.6153846153846151,0.65,0.5806451612903221,0.7058823529411761,0.8372093023255811,0.6666666666666661,0.6861917784525281,0.6980267368326091,pretrained_embeddings_spacy,50
1,precision,0.7826086956521741,0.21428571428571402,0.769230769230769,0.28571428571428503,0.0,0.5454545454545451,1.0,0.5,0.9,0.2,0.5197294010337491,0.5684549146505661,pretrained_embeddings_spacy,60
1,recall,0.9,0.461538461538461,1.0,0.7000000000000001,0.0,0.631578947368421,0.1,0.11111111111111101,0.47368421052631504,0.05,0.44279127305443006,0.494047619047619,pretrained_embeddings_spacy,60
1,f1-score,0.8372093023255811,0.292682926829268,0.8695652173913041,0.40579710144927505,0.0,0.585365853658536,0.18181818181818102,0.18181818181818102,0.620689655172413,0.08,0.40549464204627406,0.451452931027494,pretrained_embeddings_spacy,60
2,precision,0.7916666666666661,0.16666666666666602,0.75,0.30434782608695604,0.5,0.388888888888888,0.133333333333333,0.5,0.46875000000000006,0.0,0.400365338164251,0.39612358379342005,pretrained_embeddings_spacy,60
2,recall,0.9500000000000001,0.07692307692307601,0.6000000000000001,0.7000000000000001,0.5,0.36842105263157804,0.1,0.11111111111111101,0.7894736842105261,0.0,0.41959289248762904,0.446428571428571,pretrained_embeddings_spacy,60
2,f1-score,0.8636363636363631,0.105263157894736,0.6666666666666661,0.42424242424242403,0.5,0.378378378378378,0.114285714285714,0.18181818181818102,0.5882352941176471,0.0,0.382252618104011,0.39730397525620803,pretrained_embeddings_spacy,60
3,precision,0.678571428571428,0.833333333333333,0.636363636363636,0.23076923076923,0.461538461538461,0.583333333333333,0.0,0.0,0.6190476190476191,0.461538461538461,0.45044955044955004,0.46140318015318005,pretrained_embeddings_spacy,60
3,recall,0.9500000000000001,0.384615384615384,0.7000000000000001,0.30000000000000004,0.75,0.7368421052631571,0.0,0.0,0.684210526315789,0.6000000000000001,0.510566801619433,0.529761904761904,pretrained_embeddings_spacy,60
3,f1-score,0.7916666666666661,0.5263157894736841,0.6666666666666661,0.260869565217391,0.5714285714285711,0.651162790697674,0.0,0.0,0.65,0.521739130434782,0.463984918058543,0.48187182998543104,pretrained_embeddings_spacy,60
1,precision,0.0,0.0,0.022222222222222,0.28571428571428503,0.0,0.26315789473684204,0.0,0.0,0.318181818181818,0.07142857142857101,0.096070479228373,0.110909262694976,pretrained_embeddings_spacy,70
1,recall,0.0,0.0,0.05,0.1,0.0,0.26315789473684204,0.0,0.0,0.36842105263157804,0.05,0.083157894736842,0.09523809523809501,pretrained_embeddings_spacy,70
1,f1-score,0.0,0.0,0.03076923076923,0.148148148148148,0.0,0.26315789473684204,0.0,0.0,0.34146341463414603,0.058823529411764004,0.08423622177001301,0.09668228002756901,pretrained_embeddings_spacy,70
2,precision,0.764705882352941,0.0,0.22222222222222202,0.16666666666666602,0.0,0.311111111111111,0.12,0.0,0.0625,0.172413793103448,0.181961967545638,0.21439751427390802,pretrained_embeddings_spacy,70
2,recall,0.65,0.0,0.1,0.2,0.0,0.7368421052631571,0.15,0.0,0.052631578947368,0.25,0.21394736842105203,0.25,pretrained_embeddings_spacy,70
2,f1-score,0.7027027027027021,0.0,0.137931034482758,0.18181818181818102,0.0,0.4375,0.133333333333333,0.0,0.057142857142857,0.204081632653061,0.18545097421328902,0.21783066658044603,pretrained_embeddings_spacy,70
3,precision,0.07142857142857101,0.2,0.022727272727272003,0.10714285714285701,0.0,0.6666666666666661,0.5,0.0,0.464285714285714,0.09090909090909001,0.21231601731601701,0.23769197072768503,pretrained_embeddings_spacy,70
3,recall,0.05,0.384615384615384,0.05,0.15,0.0,0.210526315789473,0.30000000000000004,0.0,0.684210526315789,0.05,0.18793522267206403,0.20238095238095202,pretrained_embeddings_spacy,70
3,f1-score,0.058823529411764004,0.26315789473684204,0.03125,0.125,0.0,0.32,0.37499999999999906,0.0,0.553191489361702,0.06451612903225801,0.179093904254256,0.19704454820435502,pretrained_embeddings_spacy,70
1,precision,1.0,0.7142857142857141,1.0,1.0,0.583333333333333,0.9333333333333331,0.6451612903225801,0.833333333333333,0.9473684210526311,1.0,0.8656815425660921,0.8933865481676541,supervised_embeddings,0
1,recall,1.0,0.384615384615384,1.0,0.9500000000000001,0.875,0.7368421052631571,1.0,0.555555555555555,0.9473684210526311,0.9500000000000001,0.8399381466486731,0.875,supervised_embeddings,0
1,f1-score,1.0,0.5,1.0,0.9743589743589741,0.7000000000000001,0.8235294117647051,0.7843137254901961,0.6666666666666661,0.9473684210526311,0.9743589743589741,0.8370596173692151,0.8714743589743591,supervised_embeddings,0
2,precision,1.0,0.5714285714285711,0.9523809523809521,0.9473684210526311,0.75,1.0,0.703703703703703,0.777777777777777,0.9411764705882351,1.0,0.8643835896931871,0.8891665828124621,supervised_embeddings,0
2,recall,1.0,0.6153846153846151,1.0,0.9,0.75,0.7368421052631571,0.9500000000000001,0.777777777777777,0.842105263157894,0.9500000000000001,0.8522109761583441,0.875,supervised_embeddings,0
2,f1-score,1.0,0.592592592592592,0.9756097560975611,0.923076923076923,0.75,0.8484848484848481,0.8085106382978721,0.777777777777777,0.8888888888888881,0.9743589743589741,0.853930039957543,0.8770531580382811,supervised_embeddings,0
3,precision,1.0,0.7272727272727271,0.9090909090909091,0.9,0.875,0.9,0.75,1.0,0.85,1.0,0.8911363636363631,0.8921807359307351,supervised_embeddings,0
3,recall,0.9500000000000001,0.6153846153846151,1.0,0.9,0.875,0.9473684210526311,0.9,0.555555555555555,0.894736842105263,0.9500000000000001,0.858804543409806,0.8869047619047611,supervised_embeddings,0
3,f1-score,0.9743589743589741,0.6666666666666661,0.9523809523809521,0.9,0.875,0.923076923076923,0.818181818181818,0.7142857142857141,0.871794871794871,0.9743589743589741,0.8670104895104891,0.8844250987108131,supervised_embeddings,0
1,precision,1.0,0.555555555555555,0.9500000000000001,0.9,0.7000000000000001,0.8235294117647051,0.7307692307692301,0.625,1.0,0.9500000000000001,0.8234854198089491,0.8554146765543821,supervised_embeddings,10
1,recall,1.0,0.384615384615384,0.9500000000000001,0.9,0.875,0.7368421052631571,0.9500000000000001,0.555555555555555,0.9473684210526311,0.9500000000000001,0.824938146648672,0.8571428571428571,supervised_embeddings,10
1,f1-score,1.0,0.45454545454545403,0.9500000000000001,0.9,0.777777777777777,0.777777777777777,0.826086956521739,0.5882352941176471,0.972972972972973,0.9500000000000001,0.8197396233713371,0.852449012934946,supervised_embeddings,10
2,precision,0.9523809523809521,0.7000000000000001,0.9523809523809521,1.0,0.75,0.8823529411764701,0.678571428571428,0.875,0.8823529411764701,1.0,0.867303921568627,0.881970704948646,supervised_embeddings,10
2,recall,1.0,0.538461538461538,1.0,0.9,0.75,0.7894736842105261,0.9500000000000001,0.777777777777777,0.7894736842105261,1.0,0.8495186684660361,0.875,supervised_embeddings,10
2,f1-score,0.9756097560975611,0.6086956521739131,0.9756097560975611,0.9473684210526311,0.75,0.833333333333333,0.7916666666666661,0.8235294117647061,0.833333333333333,1.0,0.85391463305197,0.873789088387489,supervised_embeddings,10
3,precision,1.0,0.818181818181818,0.9090909090909091,0.9444444444444441,0.8571428571428571,0.818181818181818,0.72,1.0,0.894736842105263,0.9473684210526311,0.8909147110199741,0.8896252174447661,supervised_embeddings,10
3,recall,1.0,0.6923076923076921,1.0,0.85,0.75,0.9473684210526311,0.9,0.555555555555555,0.894736842105263,0.9,0.8489968511021141,0.88095238095238,supervised_embeddings,10
3,f1-score,1.0,0.7500000000000001,0.9523809523809521,0.894736842105263,0.799999999999999,0.8780487804878041,0.799999999999999,0.7142857142857141,0.894736842105263,0.923076923076923,0.8607266054441921,0.8789606702922761,supervised_embeddings,10
1,precision,1.0,0.75,0.9090909090909091,0.9,0.533333333333333,0.777777777777777,0.818181818181818,0.555555555555555,0.9444444444444441,0.9,0.808838383838383,0.8469306156806151,supervised_embeddings,20
1,recall,1.0,0.23076923076923,1.0,0.9,1.0,0.7368421052631571,0.9,0.555555555555555,0.894736842105263,0.9,0.81179037336932,0.8392857142857141,supervised_embeddings,20
1,f1-score,1.0,0.35294117647058804,0.9523809523809521,0.9,0.695652173913043,0.756756756756756,0.8571428571428571,0.555555555555555,0.9189189189189191,0.9,0.7889348391138671,0.8284628971055711,supervised_embeddings,20
2,precision,1.0,0.5714285714285711,0.9090909090909091,1.0,0.6666666666666661,0.923076923076923,0.5806451612903221,0.875,0.9411764705882351,0.9,0.8367084702141621,0.856264527673615,supervised_embeddings,20
2,recall,1.0,0.6153846153846151,1.0,0.7000000000000001,0.75,0.631578947368421,0.9,0.777777777777777,0.842105263157894,0.9,0.8116846603688701,0.8273809523809521,supervised_embeddings,20
2,f1-score,1.0,0.592592592592592,0.9523809523809521,0.8235294117647051,0.7058823529411761,0.7499999999999991,0.7058823529411761,0.8235294117647061,0.8888888888888881,0.9,0.8142685963274191,0.830578990855601,supervised_embeddings,20
3,precision,0.9523809523809521,0.9,0.8695652173913041,0.9375,1.0,0.7391304347826081,0.7307692307692301,0.833333333333333,0.894736842105263,1.0,0.8857416010762691,0.8812368230458291,supervised_embeddings,20
3,recall,1.0,0.6923076923076921,1.0,0.75,0.75,0.894736842105263,0.9500000000000001,0.555555555555555,0.894736842105263,0.9,0.8387336932073771,0.8690476190476191,supervised_embeddings,20
3,f1-score,0.9756097560975611,0.7826086956521731,0.9302325581395341,0.833333333333333,0.8571428571428571,0.8095238095238091,0.826086956521739,0.6666666666666661,0.894736842105263,0.9473684210526311,0.852330989623556,0.8670513618123181,supervised_embeddings,20
1,precision,1.0,0.5,0.9047619047619041,0.6818181818181811,0.6000000000000001,0.7619047619047611,0.555555555555555,0.625,0.9444444444444441,0.8888888888888881,0.7462373737373731,0.773607890125747,supervised_embeddings,30
1,recall,0.9500000000000001,0.15384615384615302,0.9500000000000001,0.75,0.75,0.842105263157894,0.75,0.555555555555555,0.894736842105263,0.8,0.739624381466486,0.7738095238095231,supervised_embeddings,30
1,f1-score,0.9743589743589741,0.23529411764705802,0.9268292682926821,0.7142857142857141,0.6666666666666661,0.8,0.638297872340425,0.5882352941176471,0.9189189189189191,0.842105263157894,0.7304992089785981,0.7634718798689121,supervised_embeddings,30
2,precision,1.0,0.555555555555555,0.9411764705882351,0.7142857142857141,0.75,0.923076923076923,0.529411764705882,0.777777777777777,0.85,0.9411764705882351,0.798246067657832,0.8120934057383631,supervised_embeddings,30
2,recall,1.0,0.384615384615384,0.8,0.75,0.75,0.631578947368421,0.9,0.777777777777777,0.894736842105263,0.8,0.7688708951866841,0.785714285714285,supervised_embeddings,30
2,f1-score,1.0,0.45454545454545403,0.864864864864864,0.73170731707317,0.75,0.7499999999999991,0.6666666666666661,0.777777777777777,0.871794871794871,0.864864864864864,0.7732221817587671,0.787412307991576,supervised_embeddings,30
3,precision,0.9523809523809521,0.7272727272727271,0.9523809523809521,0.9444444444444441,0.875,0.75,0.703703703703703,0.8,1.0,0.9,0.8605182780182781,0.8688258720996811,supervised_embeddings,30
3,recall,1.0,0.6153846153846151,1.0,0.85,0.875,0.7894736842105261,0.9500000000000001,0.44444444444444403,0.894736842105263,0.9,0.8319039586144841,0.863095238095238,supervised_embeddings,30
3,f1-score,0.9756097560975611,0.6666666666666661,0.9756097560975611,0.894736842105263,0.875,0.769230769230769,0.8085106382978721,0.5714285714285711,0.9444444444444441,0.9,0.8381237444368711,0.8598731709602261,supervised_embeddings,30
1,precision,1.0,0.5,0.7826086956521741,0.461538461538461,0.6666666666666661,0.7142857142857141,0.538461538461538,0.7142857142857141,1.0,0.785714285714285,0.7163561076604551,0.727379720003943,supervised_embeddings,40
1,recall,0.85,0.6923076923076921,0.9,0.6000000000000001,0.75,0.5263157894736841,0.7000000000000001,0.555555555555555,0.7368421052631571,0.55,0.686102114260008,0.69047619047619,supervised_embeddings,40
1,f1-score,0.9189189189189181,0.5806451612903221,0.8372093023255811,0.521739130434782,0.7058823529411761,0.6060606060606061,0.6086956521739131,0.625,0.8484848484848481,0.647058823529411,0.689969479615956,0.697197893478091,supervised_embeddings,40
2,precision,1.0,0.5,0.9444444444444441,0.7222222222222221,0.8571428571428571,0.833333333333333,0.35294117647058804,0.6666666666666661,0.777777777777777,0.8571428571428571,0.751167133520074,0.758948023653905,supervised_embeddings,40
2,recall,0.9,0.23076923076923,0.85,0.65,0.75,0.5263157894736841,0.9,0.44444444444444403,0.7368421052631571,0.6000000000000001,0.6588371569950511,0.6845238095238091,supervised_embeddings,40
2,f1-score,0.9473684210526311,0.31578947368421,0.894736842105263,0.684210526315789,0.799999999999999,0.6451612903225801,0.5070422535211261,0.533333333333333,0.756756756756756,0.7058823529411761,0.679028125003286,0.6948006783995351,supervised_embeddings,40
3,precision,0.8636363636363631,0.7000000000000001,0.826086956521739,0.7272727272727271,0.636363636363636,0.5454545454545451,0.48484848484848403,1.0,0.9166666666666661,0.684210526315789,0.7384539907079951,0.7303113886494891,supervised_embeddings,40
3,recall,0.9500000000000001,0.538461538461538,0.9500000000000001,0.4,0.875,0.631578947368421,0.8,0.555555555555555,0.5789473684210521,0.65,0.692954340980656,0.6964285714285711,supervised_embeddings,40
3,f1-score,0.9047619047619041,0.6086956521739131,0.883720930232558,0.5161290322580641,0.7368421052631571,0.585365853658536,0.60377358490566,0.7142857142857141,0.7096774193548381,0.6666666666666661,0.6929918863561011,0.692519144718385,supervised_embeddings,40
1,precision,1.0,0.833333333333333,0.818181818181818,0.36,0.6666666666666661,0.6153846153846151,0.30434782608695604,0.5714285714285711,1.0,0.846153846153846,0.7015496677235801,0.705806555418356,supervised_embeddings,50
1,recall,0.9500000000000001,0.384615384615384,0.9,0.45,0.5,0.421052631578947,0.7000000000000001,0.44444444444444403,0.5789473684210521,0.55,0.5879059829059831,0.613095238095238,supervised_embeddings,50
1,f1-score,0.9743589743589741,0.5263157894736841,0.8571428571428571,0.399999999999999,0.5714285714285711,0.5,0.42424242424242403,0.5,0.7333333333333331,0.6666666666666661,0.6153488616646511,0.629732652477013,supervised_embeddings,50
2,precision,1.0,0.5,0.7391304347826081,0.416666666666666,0.875,0.518518518518518,0.409090909090909,0.6666666666666661,0.7142857142857141,0.5714285714285711,0.641078748143965,0.6288667384681871,supervised_embeddings,50
2,recall,0.8,0.15384615384615302,0.85,0.5,0.875,0.7368421052631571,0.45,0.6666666666666661,0.5263157894736841,0.6000000000000001,0.615867071524966,0.613095238095238,supervised_embeddings,50
2,f1-score,0.8888888888888891,0.23529411764705802,0.7906976744186041,0.45454545454545403,0.875,0.6086956521739131,0.42857142857142805,0.6666666666666661,0.6060606060606061,0.585365853658536,0.613978634263115,0.607741538318606,supervised_embeddings,50
3,precision,0.8571428571428571,1.0,0.6190476190476191,0.5454545454545451,0.833333333333333,0.7272727272727271,0.31578947368421,0.44444444444444403,0.764705882352941,0.409090909090909,0.651628179182358,0.63657600201165,supervised_embeddings,50
3,recall,0.9,0.23076923076923,0.65,0.30000000000000004,0.625,0.421052631578947,0.6000000000000001,0.8888888888888881,0.684210526315789,0.45,0.5749921277552851,0.56547619047619,supervised_embeddings,50
3,f1-score,0.8780487804878041,0.375,0.6341463414634141,0.38709677419354804,0.7142857142857141,0.533333333333333,0.413793103448275,0.592592592592592,0.7222222222222221,0.42857142857142805,0.5679090290598331,0.5631625188480001,supervised_embeddings,50
