,,move,none,show,pick up,greetings,affirmative,clarify,bye,deny,find,macro avg,weighted avg,pipeline,split
2,f1-score,0.9756097560975611,0.8888888888888891,0.9500000000000001,0.9,0.7368421052631571,0.8823529411764701,0.9743589743589741,0.8750000000000001,0.9,0.9,0.8983052665785051,0.9118415052925261,custom,30
3,precision,1.0,0.846153846153846,0.9523809523809521,0.8888888888888881,0.6666666666666661,0.842105263157894,1.0,0.875,0.842105263157894,0.7916666666666661,0.870496754707281,0.886113473167044,custom,30
3,recall,0.9,0.846153846153846,1.0,0.8,0.75,0.842105263157894,0.9500000000000001,0.777777777777777,0.842105263157894,0.9500000000000001,0.8658142150247411,0.88095238095238,custom,30
3,f1-score,0.9473684210526311,0.846153846153846,0.9756097560975611,0.842105263157894,0.7058823529411761,0.842105263157894,0.9743589743589741,0.8235294117647061,0.842105263157894,0.8636363636363631,0.866285491547894,0.8816690422350011,custom,30
1,precision,1.0,0.6153846153846151,1.0,0.7391304347826081,0.6000000000000001,0.7272727272727271,1.0,0.7142857142857141,0.833333333333333,0.842105263157894,0.8071512088216891,0.8363380984458131,custom,40
1,recall,0.9,0.6153846153846151,1.0,0.85,0.75,0.842105263157894,0.9,0.555555555555555,0.7894736842105261,0.8,0.8002519118308591,0.8273809523809521,custom,40
1,f1-score,0.9473684210526311,0.6153846153846151,1.0,0.7906976744186041,0.6666666666666661,0.780487804878048,0.9473684210526311,0.625,0.8108108108108101,0.82051282051282,0.800429723477683,0.829237820072353,custom,40
2,precision,0.9047619047619041,0.6153846153846151,1.0,0.6153846153846151,0.6666666666666661,0.875,1.0,1.0,0.7826086956521741,0.75,0.8209806497849971,0.8287549342479461,custom,40
2,recall,0.9500000000000001,0.6153846153846151,0.9500000000000001,0.8,0.75,0.7368421052631571,0.9,0.777777777777777,0.9473684210526311,0.6000000000000001,0.8027372919478181,0.81547619047619,custom,40
2,f1-score,0.9268292682926821,0.6153846153846151,0.9743589743589741,0.695652173913043,0.7058823529411761,0.799999999999999,0.9473684210526311,0.8750000000000001,0.8571428571428571,0.6666666666666661,0.8064285329752641,0.8168171618745451,custom,40
3,precision,0.9473684210526311,0.785714285714285,0.9090909090909091,0.8571428571428571,0.8571428571428571,0.9375,0.818181818181818,0.777777777777777,0.7142857142857141,0.75,0.835420464038885,0.839827602691794,custom,40
3,recall,0.9,0.846153846153846,1.0,0.6000000000000001,0.75,0.7894736842105261,0.9,0.777777777777777,0.7894736842105261,0.9,0.825287899235267,0.833333333333333,custom,40
3,f1-score,0.923076923076923,0.8148148148148141,0.9523809523809521,0.7058823529411761,0.799999999999999,0.8571428571428571,0.8571428571428571,0.777777777777777,0.7500000000000001,0.818181818181818,0.825640035345917,0.8313190770998891,custom,40
1,precision,0.9473684210526311,0.5,1.0,0.64,0.555555555555555,0.6086956521739131,0.894736842105263,0.8,0.6000000000000001,0.8823529411764701,0.7428709412063831,0.7642787257287861,custom,50
1,recall,0.9,0.30769230769230704,0.9,0.8,0.625,0.7368421052631571,0.85,0.44444444444444403,0.7894736842105261,0.75,0.7103452541610431,0.75,custom,50
1,f1-score,0.923076923076923,0.38095238095238104,0.9473684210526311,0.711111111111111,0.5882352941176471,0.6666666666666661,0.871794871794871,0.5714285714285711,0.6818181818181811,0.8108108108108101,0.7153263232829791,0.7482474721804661,custom,50
2,precision,0.9500000000000001,0.5,1.0,0.5769230769230761,0.7142857142857141,0.6818181818181811,1.0,1.0,0.6666666666666661,0.7058823529411761,0.7795575992634811,0.7826881335284691,custom,50
2,recall,0.9500000000000001,0.384615384615384,0.9500000000000001,0.75,0.625,0.7894736842105261,0.85,0.6666666666666661,0.842105263157894,0.6000000000000001,0.7407860998650471,0.767857142857142,custom,50
2,f1-score,0.9500000000000001,0.43478260869565205,0.9743589743589741,0.652173913043478,0.6666666666666661,0.73170731707317,0.9189189189189181,0.8,0.744186046511628,0.648648648648648,0.7521443093917131,0.7685088705588591,custom,50
3,precision,0.9444444444444441,0.7000000000000001,0.9090909090909091,0.38709677419354804,0.22222222222222202,0.7368421052631571,0.818181818181818,0.0,0.6666666666666661,0.5,0.588454494006276,0.647147162872969,custom,50
3,recall,0.85,0.538461538461538,1.0,0.6000000000000001,0.25,0.7368421052631571,0.9,0.0,0.9473684210526311,0.2,0.602267206477732,0.6666666666666661,custom,50
3,f1-score,0.894736842105263,0.6086956521739131,0.9523809523809521,0.47058823529411703,0.23529411764705802,0.7368421052631571,0.8571428571428571,0.0,0.7826086956521741,0.28571428571428503,0.582400374337378,0.6421203874379651,custom,50
1,precision,1.0,0.0,0.9473684210526311,0.44117647058823506,0.0,0.44444444444444403,0.75,0.25,0.37142857142857105,0.875,0.507941790751388,0.5834671734190751,custom,60
1,recall,0.9,0.0,0.9,0.75,0.0,0.210526315789473,0.75,0.555555555555555,0.684210526315789,0.35000000000000003,0.510029239766081,0.56547619047619,custom,60
1,f1-score,0.9473684210526311,0.0,0.923076923076923,0.555555555555555,0.0,0.28571428571428503,0.75,0.344827586206896,0.481481481481481,0.49999999999999906,0.47880242530877704,0.542858249085023,custom,60
2,precision,0.9500000000000001,0.0,1.0,0.5238095238095231,0.6666666666666661,0.7272727272727271,0.777777777777777,1.0,0.37777777777777705,0.4,0.6423304473304471,0.645006184291898,custom,60
2,recall,0.9500000000000001,0.0,0.65,0.55,0.25,0.421052631578947,0.7000000000000001,0.777777777777777,0.894736842105263,0.5,0.5693567251461981,0.601190476190476,custom,60
2,f1-score,0.9500000000000001,0.0,0.7878787878787881,0.536585365853658,0.36363636363636304,0.533333333333333,0.7368421052631571,0.8750000000000001,0.53125,0.44444444444444403,0.5758970400409741,0.5959892161382451,custom,60
3,precision,0.9411764705882351,0.46666666666666606,0.85,0.39130434782608703,0.0,0.6086956521739131,0.7222222222222221,0.0,0.35483870967741904,0.38095238095238004,0.47158564501069206,0.5362317141286931,custom,60
3,recall,0.8,0.538461538461538,0.85,0.45,0.0,0.7368421052631571,0.65,0.0,0.5789473684210521,0.4,0.5004251012145751,0.56547619047619,custom,60
3,f1-score,0.864864864864864,0.5,0.85,0.41860465116279005,0.0,0.6666666666666661,0.684210526315789,0.0,0.44000000000000006,0.390243902439024,0.48145906114491305,0.545744914061405,custom,60
1,precision,0.0,0.0,0.0,0.0,0.0,0.0,0.416666666666666,0.0,0.15384615384615302,0.07692307692307601,0.064743589743589,0.076159951159951,custom,70
1,recall,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.31578947368421,0.05,0.061578947368421004,0.07142857142857101,custom,70
1,f1-score,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.206896551724137,0.060606060606060004,0.058000261233019004,0.067816402945713,custom,70
2,precision,0.9411764705882351,0.127659574468085,0.02127659574468,0.068965517241379,0.0,0.25,0.0,0.0,0.0,0.0,0.140907815804238,0.16094015559268401,custom,70
2,recall,0.8,0.461538461538461,0.05,0.1,0.0,0.26315789473684204,0.0,0.0,0.0,0.0,0.16746963562753,0.17857142857142802,custom,70
2,f1-score,0.864864864864864,0.2,0.029850746268656,0.08163265306122401,0.0,0.256410256410256,0.0,0.0,0.0,0.0,0.1432758520605,0.16070690568862903,custom,70
3,precision,0.041666666666666005,0.041666666666666005,0.09090909090909001,0.0,0.0,0.07843137254901901,1.0,0.0,0.035714285714285005,0.416666666666666,0.17050547491723902,0.200567158681654,custom,70
3,recall,0.05,0.07692307692307601,0.1,0.0,0.0,0.210526315789473,0.30000000000000004,0.0,0.052631578947368,0.25,0.104008097165991,0.11904761904761901,custom,70
3,f1-score,0.045454545454545005,0.054054054054054,0.09523809523809501,0.0,0.0,0.114285714285714,0.461538461538461,0.0,0.042553191489361,0.3125,0.11256240620602301,0.130817047363399,custom,70
1,precision,0.818181818181818,0.642857142857142,0.9473684210526311,0.708333333333333,0.5,0.9166666666666661,0.8636363636363631,1.0,0.818181818181818,0.8888888888888881,0.8104114452798661,0.8264728605424091,mitie,0
1,recall,0.9,0.6923076923076921,0.9,0.85,0.625,0.5789473684210521,0.9500000000000001,0.555555555555555,0.9473684210526311,0.8,0.7799179037336931,0.8095238095238091,mitie,0
1,f1-score,0.8571428571428571,0.6666666666666661,0.923076923076923,0.772727272727272,0.555555555555555,0.7096774193548381,0.9047619047619041,0.7142857142857141,0.8780487804878041,0.842105263157894,0.782404835721743,0.8077545521073201,mitie,0
2,precision,0.833333333333333,0.7272727272727271,0.9473684210526311,0.8823529411764701,0.6666666666666661,0.8125,0.7391304347826081,1.0,0.772727272727272,0.894736842105263,0.8276088639116971,0.8324145024922801,mitie,0
2,recall,1.0,0.6153846153846151,0.9,0.75,0.75,0.684210526315789,0.85,0.8888888888888881,0.894736842105263,0.85,0.8183220872694551,0.8273809523809521,mitie,0
2,f1-score,0.9090909090909091,0.6666666666666661,0.923076923076923,0.8108108108108101,0.7058823529411761,0.7428571428571431,0.7906976744186041,0.9411764705882351,0.829268292682926,0.871794871794871,0.8191322114928261,0.8259769094321061,mitie,0
3,precision,0.818181818181818,0.8,1.0,0.8,1.0,0.8888888888888881,0.7307692307692301,0.8571428571428571,0.9473684210526311,0.772727272727272,0.86150784887627,0.853790125218696,mitie,0
3,recall,0.9,0.6153846153846151,1.0,0.8,0.5,0.842105263157894,0.9500000000000001,0.6666666666666661,0.9473684210526311,0.85,0.80715249662618,0.845238095238095,mitie,0
3,f1-score,0.8571428571428571,0.695652173913043,1.0,0.8,0.6666666666666661,0.864864864864864,0.826086956521739,0.75,0.9473684210526311,0.8095238095238091,0.8217305749685611,0.8417518838714491,mitie,0
1,precision,0.9,0.583333333333333,0.9500000000000001,0.8095238095238091,0.416666666666666,0.9166666666666661,0.8695652173913041,1.0,0.8571428571428571,0.8571428571428571,0.8160041407867491,0.841331460120279,mitie,10
1,recall,0.9,0.538461538461538,0.9500000000000001,0.85,0.625,0.5789473684210521,1.0,0.6666666666666661,0.9473684210526311,0.9,0.7956443994601891,0.8273809523809521,mitie,10
1,f1-score,0.9,0.559999999999999,0.9500000000000001,0.829268292682926,0.5,0.7096774193548381,0.9302325581395341,0.8,0.9,0.8780487804878041,0.7957227050665101,0.8262789499639711,mitie,10
2,precision,0.833333333333333,0.7272727272727271,1.0,0.8823529411764701,0.6000000000000001,0.8,0.75,1.0,0.772727272727272,0.9444444444444441,0.8310130718954241,0.8413034405681461,mitie,10
2,recall,1.0,0.6153846153846151,0.9500000000000001,0.75,0.75,0.631578947368421,0.9,0.8888888888888881,0.894736842105263,0.85,0.823058929374718,0.833333333333333,mitie,10
2,f1-score,0.9090909090909091,0.6666666666666661,0.9743589743589741,0.8108108108108101,0.6666666666666661,0.7058823529411761,0.818181818181818,0.9411764705882351,0.829268292682926,0.894736842105263,0.8216839804093441,0.832035938054211,mitie,10
3,precision,0.894736842105263,0.6666666666666661,0.9523809523809521,0.7222222222222221,0.8,0.866666666666666,0.708333333333333,0.8571428571428571,0.85,0.6296296296296291,0.7947779170147591,0.7949028490538511,mitie,10
3,recall,0.85,0.6153846153846151,1.0,0.65,0.5,0.684210526315789,0.85,0.6666666666666661,0.894736842105263,0.85,0.756099865047233,0.785714285714285,mitie,10
3,f1-score,0.871794871794871,0.64,0.9756097560975611,0.684210526315789,0.6153846153846151,0.764705882352941,0.772727272727272,0.75,0.871794871794871,0.7234042553191491,0.7669632051787071,0.783580505339156,mitie,10
1,precision,0.85,0.5,0.9090909090909091,0.75,0.5,0.631578947368421,0.8,1.0,0.8571428571428571,0.7391304347826081,0.753694314838479,0.766369887876099,mitie,20
1,recall,0.85,0.30769230769230704,1.0,0.75,0.625,0.631578947368421,0.8,0.555555555555555,0.9473684210526311,0.85,0.731719523166891,0.767857142857142,mitie,20
1,f1-score,0.85,0.38095238095238104,0.9523809523809521,0.75,0.555555555555555,0.631578947368421,0.8,0.7142857142857141,0.9,0.7906976744186041,0.7325451224961621,0.7606367223892141,mitie,20
2,precision,0.9473684210526311,0.7272727272727271,0.9473684210526311,0.8235294117647051,0.7000000000000001,0.866666666666666,0.75,1.0,0.7826086956521741,0.772727272727272,0.831754161618881,0.834587189705644,mitie,20
2,recall,0.9,0.6153846153846151,0.9,0.7000000000000001,0.875,0.684210526315789,0.9,0.8888888888888881,0.9473684210526311,0.85,0.826085245164192,0.8273809523809521,mitie,20
2,f1-score,0.923076923076923,0.6666666666666661,0.923076923076923,0.756756756756756,0.777777777777777,0.764705882352941,0.818181818181818,0.9411764705882351,0.8571428571428571,0.8095238095238091,0.82380858851447,0.826112665398379,mitie,20
3,precision,0.9,0.7000000000000001,0.833333333333333,0.65,0.75,0.6000000000000001,0.68,0.8571428571428571,0.894736842105263,0.7368421052631571,0.7602055137844611,0.7572487767036631,mitie,20
3,recall,0.9,0.538461538461538,1.0,0.65,0.375,0.631578947368421,0.85,0.6666666666666661,0.894736842105263,0.7000000000000001,0.7206443994601881,0.75595238095238,mitie,20
3,f1-score,0.9,0.6086956521739131,0.9090909090909091,0.65,0.5,0.6153846153846151,0.7555555555555551,0.75,0.894736842105263,0.7179487179487181,0.7301412292258971,0.7500431834670961,mitie,20
1,precision,0.8888888888888881,0.5,0.8636363636363631,0.6666666666666661,0.44444444444444403,0.5789473684210521,0.7894736842105261,0.777777777777777,0.842105263157894,0.695652173913043,0.704759263111665,0.7270351851301501,mitie,30
1,recall,0.8,0.23076923076923,0.9500000000000001,0.8,0.5,0.5789473684210521,0.75,0.777777777777777,0.842105263157894,0.8,0.7029599640125951,0.7321428571428571,mitie,30
1,f1-score,0.842105263157894,0.31578947368421,0.9047619047619041,0.7272727272727271,0.47058823529411703,0.5789473684210521,0.769230769230769,0.777777777777777,0.842105263157894,0.744186046511627,0.6972764829269971,0.723935138446108,mitie,30
2,precision,0.818181818181818,0.6923076923076921,0.9500000000000001,0.7058823529411761,0.75,0.8125,0.708333333333333,0.833333333333333,0.7826086956521741,0.7368421052631571,0.7789989331012681,0.780903913165363,mitie,30
2,recall,0.9,0.6923076923076921,0.9500000000000001,0.6000000000000001,0.75,0.684210526315789,0.85,0.555555555555555,0.9473684210526311,0.7000000000000001,0.762944219523166,0.7797619047619041,mitie,30
2,f1-score,0.8571428571428571,0.6923076923076921,0.9500000000000001,0.648648648648648,0.75,0.7428571428571431,0.772727272727272,0.6666666666666661,0.8571428571428571,0.7179487179487181,0.765544185544185,0.775769940055654,mitie,30
3,precision,0.85,0.45454545454545403,0.833333333333333,0.5789473684210521,0.75,0.56,0.7368421052631571,1.0,0.9444444444444441,0.625,0.7333112706007441,0.726047568415989,mitie,30
3,recall,0.85,0.384615384615384,1.0,0.55,0.375,0.7368421052631571,0.7000000000000001,0.44444444444444403,0.894736842105263,0.75,0.6685638776428251,0.7142857142857141,mitie,30
3,f1-score,0.85,0.416666666666666,0.9090909090909091,0.5641025641025641,0.5,0.636363636363636,0.7179487179487181,0.6153846153846151,0.9189189189189191,0.6818181818181811,0.6810294210294211,0.7081232393732391,mitie,30
1,precision,0.7619047619047611,0.22222222222222202,0.9090909090909091,0.538461538461538,0.5454545454545451,0.5882352941176471,0.8,0.6000000000000001,0.833333333333333,0.52,0.631870260458495,0.656258770019274,mitie,40
1,recall,0.8,0.15384615384615302,1.0,0.7000000000000001,0.75,0.5263157894736841,0.8,0.33333333333333304,0.5263157894736841,0.65,0.623981106612685,0.6547619047619041,mitie,40
1,f1-score,0.780487804878048,0.18181818181818102,0.9523809523809521,0.6086956521739131,0.631578947368421,0.555555555555555,0.8,0.42857142857142805,0.6451612903225801,0.5777777777777771,0.616202759084685,0.6456778250930061,mitie,40
2,precision,0.9,0.5454545454545451,0.9047619047619041,0.625,0.6666666666666661,0.785714285714285,0.8,0.8571428571428571,0.68,0.647058823529411,0.741179908326967,0.747163774600749,mitie,40
2,recall,0.9,0.461538461538461,0.9500000000000001,0.75,0.75,0.5789473684210521,0.8,0.6666666666666661,0.894736842105263,0.55,0.7301889338731441,0.7440476190476191,mitie,40
2,f1-score,0.9,0.49999999999999906,0.9268292682926821,0.6818181818181811,0.7058823529411761,0.6666666666666661,0.8,0.75,0.772727272727272,0.5945945945945941,0.729851833704057,0.7399427652745441,mitie,40
3,precision,0.818181818181818,0.6000000000000001,0.8695652173913041,0.56,0.6666666666666661,0.44444444444444403,0.7619047619047611,0.8,0.8125,0.6666666666666661,0.699992957525566,0.7008431372658851,mitie,40
3,recall,0.9,0.23076923076923,1.0,0.7000000000000001,0.5,0.631578947368421,0.8,0.44444444444444403,0.684210526315789,0.6000000000000001,0.649100314889788,0.69047619047619,mitie,40
3,f1-score,0.8571428571428571,0.33333333333333304,0.9302325581395341,0.622222222222222,0.5714285714285711,0.521739130434782,0.780487804878048,0.5714285714285711,0.7428571428571431,0.631578947368421,0.6562451139233481,0.6815966430665911,mitie,40
1,precision,0.8,0.6666666666666661,0.9090909090909091,0.4,0.6666666666666661,0.5,0.631578947368421,0.6000000000000001,0.636363636363636,0.42857142857142805,0.6238938254727721,0.621284135663834,mitie,50
1,recall,0.8,0.461538461538461,1.0,0.30000000000000004,0.25,0.47368421052631504,0.6000000000000001,0.33333333333333304,0.7368421052631571,0.75,0.5705398110661261,0.613095238095238,mitie,50
1,f1-score,0.8,0.5454545454545451,0.9523809523809521,0.342857142857142,0.36363636363636304,0.486486486486486,0.6153846153846151,0.42857142857142805,0.6829268292682921,0.5454545454545451,0.576315290949437,0.6023663153454091,mitie,50
2,precision,0.7916666666666661,0.42857142857142805,0.7916666666666661,0.5625,1.0,0.5882352941176471,0.631578947368421,0.8,0.551724137931034,0.59090909090909,0.6736852232230951,0.653554078646252,mitie,50
2,recall,0.9500000000000001,0.23076923076923,0.9500000000000001,0.45,0.625,0.5263157894736841,0.6000000000000001,0.44444444444444403,0.842105263157894,0.65,0.626863472784525,0.6547619047619041,mitie,50
2,f1-score,0.8636363636363631,0.30000000000000004,0.8636363636363631,0.5,0.769230769230769,0.555555555555555,0.6153846153846151,0.5714285714285711,0.6666666666666661,0.6190476190476191,0.6324586524586521,0.6407918140060991,mitie,50
3,precision,0.772727272727272,0.384615384615384,0.842105263157894,0.33333333333333304,1.0,0.6666666666666661,0.433333333333333,0.0,0.7619047619047611,0.5882352941176471,0.578292130985629,0.5924853992633731,mitie,50
3,recall,0.85,0.384615384615384,0.8,0.4,0.125,0.7368421052631571,0.65,0.0,0.842105263157894,0.5,0.528856275303643,0.595238095238095,mitie,50
3,f1-score,0.8095238095238091,0.384615384615384,0.82051282051282,0.36363636363636304,0.22222222222222202,0.7000000000000001,0.519999999999999,0.0,0.8,0.54054054054054,0.5161051141051141,0.573583621797907,mitie,50
1,precision,0.6129032258064511,0.0,0.7619047619047611,0.19354838709677402,0.0,0.41176470588235203,0.47619047619047605,0.0,0.7272727272727271,0.27272727272727204,0.345631155688081,0.404685676812269,mitie,60
1,recall,0.9500000000000001,0.0,0.8,0.30000000000000004,0.0,0.36842105263157804,0.5,0.0,0.421052631578947,0.45,0.37894736842105203,0.446428571428571,mitie,60
1,f1-score,0.7450980392156861,0.0,0.780487804878048,0.23529411764705802,0.0,0.388888888888888,0.48780487804878003,0.0,0.533333333333333,0.33962264150943405,0.351052970352123,0.41243078481072803,mitie,60
2,precision,0.68,0.2,0.625,0.35483870967741904,0.0,0.5,0.44444444444444403,1.0,0.5,0.22222222222222202,0.45265053763440805,0.45910778289810505,mitie,60
2,recall,0.85,0.07692307692307601,0.5,0.55,0.0,0.421052631578947,0.6000000000000001,0.22222222222222202,0.7368421052631571,0.2,0.41570400359874005,0.470238095238095,mitie,60
2,f1-score,0.7555555555555551,0.11111111111111101,0.555555555555555,0.43137254901960703,0.0,0.457142857142857,0.51063829787234,0.36363636363636304,0.595744680851063,0.210526315789473,0.39912832865339204,0.44044643104111203,mitie,60
3,precision,0.56,0.44444444444444403,0.5483870967741931,0.33333333333333304,0.0,0.6153846153846151,0.38095238095238004,0.0,0.583333333333333,0.37037037037037,0.38362055745926704,0.43103739542871605,mitie,60
3,recall,0.7000000000000001,0.30769230769230704,0.85,0.25,0.0,0.421052631578947,0.4,0.0,0.7368421052631571,0.5,0.416558704453441,0.47619047619047605,mitie,60
3,f1-score,0.622222222222222,0.36363636363636304,0.6666666666666661,0.28571428571428503,0.0,0.5,0.390243902439024,0.0,0.651162790697674,0.425531914893617,0.39051781462698504,0.442898485650267,mitie,60
1,precision,0.0,0.08823529411764701,0.0,0.0,0.0,0.08,0.25,0.0,0.8571428571428571,0.14864864864864802,0.14240267999091502,0.16027229810843202,mitie,70
1,recall,0.0,0.23076923076923,0.0,0.0,0.0,0.105263157894736,0.1,0.0,0.31578947368421,0.55,0.130182186234817,0.14285714285714202,mitie,70
1,f1-score,0.0,0.127659574468085,0.0,0.0,0.0,0.09090909090909001,0.14285714285714202,0.0,0.461538461538461,0.234042553191489,0.10570068229642701,0.11722661836643601,mitie,70
2,precision,0.33333333333333304,0.25,0.066666666666666,0.043478260869565,0.0,0.088888888888888,0.14285714285714202,0.0,0.047619047619047006,0.0,0.09728433402346401,0.104585469453481,mitie,70
2,recall,0.25,0.15384615384615302,0.1,0.05,0.0,0.210526315789473,0.15,0.0,0.052631578947368,0.0,0.096700404858299,0.10714285714285701,mitie,70
2,f1-score,0.28571428571428503,0.19047619047619002,0.08,0.046511627906976,0.0,0.125,0.146341463414634,0.0,0.05,0.0,0.092404356751208,0.10102701200540701,mitie,70
