,,affirmative,none,deny,show,find,bye,greetings,move,clarify,pick up,macro avg,weighted avg,pipeline,split
2,f1-score,0.7179487179487181,0.461538461538461,0.8695652173913041,0.8518518518518511,0.835820895522388,0.7272727272727271,0.642857142857142,0.788732394366197,0.745762711864406,0.8390243902439021,0.74803745108571,0.7810835835159371,mitie,0
3,precision,0.85,0.53125,0.866666666666666,0.867924528301886,0.8823529411764701,0.8888888888888881,0.785714285714285,0.7894736842105261,0.875,0.8265306122448981,0.816380160720362,0.820154579253728,mitie,0
3,recall,0.8095238095238091,0.5862068965517241,0.8125,0.867924528301886,0.8571428571428571,0.7272727272727271,0.785714285714285,0.8108108108108101,0.8484848484848481,0.8526315789473681,0.795821234275031,0.8166666666666661,mitie,0
3,f1-score,0.829268292682926,0.557377049180327,0.8387096774193541,0.867924528301886,0.8695652173913041,0.799999999999999,0.785714285714285,0.8,0.861538461538461,0.8393782383419691,0.8049475750570511,0.817843785366506,mitie,0
1,precision,0.764705882352941,0.5769230769230761,0.8,0.849056603773584,0.8684210526315791,0.7000000000000001,0.875,0.75,0.7187500000000001,0.7809523809523811,0.7683808996633561,0.7760932105354511,mitie,10
1,recall,0.6190476190476191,0.5172413793103441,0.875,0.849056603773584,0.9428571428571421,0.636363636363636,0.5,0.729729729729729,0.696969696969697,0.863157894736842,0.7229423702788591,0.777777777777777,mitie,10
1,f1-score,0.684210526315789,0.5454545454545451,0.835820895522388,0.849056603773584,0.9041095890410961,0.6666666666666661,0.636363636363636,0.73972602739726,0.7076923076923071,0.8200000000000001,0.738910079822727,0.773452334872047,mitie,10
2,precision,0.777777777777777,0.48387096774193505,0.833333333333333,0.842105263157894,0.777777777777777,0.7000000000000001,0.625,0.7878787878787871,0.7916666666666661,0.71551724137931,0.733492781571348,0.7460742008796011,mitie,10
2,recall,0.6666666666666661,0.5172413793103441,0.9375,0.90566037735849,0.6000000000000001,0.636363636363636,0.35714285714285704,0.7027027027027021,0.575757575757575,0.8736842105263151,0.677271940582859,0.744444444444444,mitie,10
2,f1-score,0.7179487179487181,0.5,0.8823529411764701,0.872727272727272,0.6774193548387091,0.6666666666666661,0.45454545454545403,0.7428571428571421,0.6666666666666661,0.786729857819905,0.6967914075247,0.738051279289014,mitie,10
3,precision,0.842105263157894,0.5625,0.8064516129032251,0.9375,0.842105263157894,0.8571428571428571,0.846153846153846,0.794117647058823,0.8235294117647051,0.7788461538461531,0.8090452055185401,0.807745221581297,mitie,10
3,recall,0.7619047619047611,0.620689655172413,0.7812500000000001,0.849056603773584,0.914285714285714,0.5454545454545451,0.785714285714285,0.729729729729729,0.8484848484848481,0.8526315789473681,0.768920172346725,0.802777777777777,mitie,10
3,f1-score,0.8,0.590163934426229,0.793650793650793,0.8910891089108911,0.876712328767123,0.6666666666666661,0.8148148148148141,0.76056338028169,0.835820895522388,0.814070351758794,0.784355227479939,0.8028460904300001,mitie,10
1,precision,0.65,0.5416666666666661,0.8437500000000001,0.895833333333333,0.85,0.75,0.8571428571428571,0.771428571428571,0.7142857142857141,0.8037383177570091,0.7677845460614151,0.7841859052811151,mitie,30
1,recall,0.6190476190476191,0.448275862068965,0.8437500000000001,0.8113207547169811,0.9714285714285711,0.818181818181818,0.42857142857142805,0.729729729729729,0.757575757575757,0.9052631578947361,0.73331446992156,0.7861111111111111,mitie,30
1,f1-score,0.6341463414634141,0.49056603773584906,0.8437500000000001,0.851485148514851,0.9066666666666661,0.7826086956521731,0.5714285714285711,0.75,0.7352941176470581,0.851485148514851,0.7417430727623431,0.780333403092026,mitie,30
2,precision,0.684210526315789,0.5172413793103441,0.8437500000000001,0.7741935483870961,0.766666666666666,0.8,0.5714285714285711,0.8,0.708333333333333,0.672131147540983,0.7137955172982781,0.7162818651857621,mitie,30
2,recall,0.6190476190476191,0.5172413793103441,0.8437500000000001,0.90566037735849,0.657142857142857,0.7272727272727271,0.28571428571428503,0.54054054054054,0.515151515151515,0.863157894736842,0.647467919627522,0.713888888888888,mitie,30
2,f1-score,0.65,0.5172413793103441,0.8437500000000001,0.834782608695652,0.7076923076923071,0.7619047619047621,0.38095238095238004,0.6451612903225801,0.5964912280701751,0.7557603686635941,0.6693736325611791,0.704803911210218,mitie,30
3,precision,0.75,0.555555555555555,0.771428571428571,0.9069767441860461,0.7142857142857141,0.75,0.818181818181818,0.766666666666666,0.794117647058823,0.745454545454545,0.757266726281774,0.7630885253639471,mitie,30
3,recall,0.7142857142857141,0.5172413793103441,0.8437500000000001,0.7358490566037731,0.8571428571428571,0.5454545454545451,0.642857142857142,0.621621621621621,0.818181818181818,0.863157894736842,0.7159542030194651,0.7583333333333331,mitie,30
3,f1-score,0.73170731707317,0.535714285714285,0.8059701492537311,0.8124999999999991,0.779220779220779,0.631578947368421,0.7200000000000001,0.686567164179104,0.8059701492537311,0.799999999999999,0.730922879206322,0.755708912261528,mitie,30
1,precision,0.647058823529411,0.5,0.785714285714285,0.8235294117647051,0.729729729729729,0.7000000000000001,0.5,0.555555555555555,0.6153846153846151,0.674796747967479,0.653176916964578,0.672465640892231,mitie,50
1,recall,0.5238095238095231,0.448275862068965,0.6875,0.7924528301886791,0.771428571428571,0.636363636363636,0.21428571428571402,0.54054054054054,0.48484848484848403,0.8736842105263151,0.597318937406043,0.677777777777777,mitie,50
1,f1-score,0.5789473684210521,0.47272727272727205,0.7333333333333331,0.807692307692307,0.75,0.6666666666666661,0.30000000000000004,0.547945205479452,0.5423728813559321,0.7614678899082571,0.616115292558427,0.667878903284431,mitie,50
2,precision,0.6000000000000001,0.423076923076923,0.7812500000000001,0.6885245901639341,0.6000000000000001,0.8571428571428571,0.42857142857142805,0.65,0.533333333333333,0.6220472440944881,0.618394637638296,0.62092803795963,mitie,50
2,recall,0.5714285714285711,0.379310344827586,0.7812500000000001,0.7924528301886791,0.514285714285714,0.5454545454545451,0.21428571428571402,0.35135135135135104,0.48484848484848403,0.8315789473684211,0.5466246504039061,0.625,mitie,50
2,f1-score,0.585365853658536,0.4,0.7812500000000001,0.7368421052631571,0.553846153846153,0.6666666666666661,0.28571428571428503,0.456140350877193,0.507936507936508,0.7117117117117111,0.5685473635674211,0.6108749266130521,mitie,50
3,precision,0.6818181818181811,0.5714285714285711,0.757575757575757,0.851063829787234,0.6666666666666661,1.0,0.42857142857142805,0.5769230769230761,0.6388888888888881,0.6666666666666661,0.6839603068326471,0.6842626984914211,mitie,50
3,recall,0.7142857142857141,0.551724137931034,0.7812500000000001,0.7547169811320751,0.685714285714285,0.45454545454545403,0.21428571428571402,0.40540540540540504,0.696969696969697,0.842105263157894,0.6101002653427271,0.683333333333333,mitie,50
3,f1-score,0.6976744186046511,0.561403508771929,0.769230769230769,0.8,0.676056338028169,0.625,0.28571428571428503,0.47619047619047605,0.6666666666666661,0.744186046511628,0.6302122509718571,0.6744470639697401,mitie,50
1,precision,0.6666666666666661,0.35294117647058804,0.642857142857142,0.76,0.5714285714285711,1.0,0.6666666666666661,0.42857142857142805,0.611111111111111,0.47701149425287304,0.617725425802504,0.574333215278448,mitie,70
1,recall,0.6666666666666661,0.413793103448275,0.5625,0.7169811320754711,0.342857142857142,0.36363636363636304,0.14285714285714202,0.081081081081081,0.33333333333333304,0.8736842105263151,0.44973901764817903,0.547222222222222,mitie,70
1,f1-score,0.6666666666666661,0.38095238095238004,0.6000000000000001,0.737864077669902,0.42857142857142805,0.533333333333333,0.23529411764705802,0.13636363636363602,0.43137254901960703,0.617100371747211,0.476751856197122,0.5150568984914891,mitie,70
2,precision,0.5238095238095231,0.28571428571428503,0.68,0.5694444444444441,0.47368421052631504,1.0,0.6666666666666661,0.36842105263157804,0.45,0.44242424242424205,0.546016442621705,0.496251201446376,mitie,70
2,recall,0.5238095238095231,0.137931034482758,0.53125,0.7735849056603771,0.257142857142857,0.18181818181818102,0.14285714285714202,0.189189189189189,0.27272727272727204,0.768421052631578,0.37787311603188806,0.48611111111111105,mitie,70
2,f1-score,0.5238095238095231,0.186046511627906,0.5964912280701751,0.656,0.33333333333333304,0.30769230769230704,0.23529411764705802,0.25,0.33962264150943405,0.5615384615384611,0.39898281252282003,0.45111158013822406,mitie,70
3,precision,0.5263157894736841,0.18181818181818102,0.8095238095238091,0.56060606060606,0.55,1.0,0.4,0.28571428571428503,0.6666666666666661,0.488095238095238,0.5468740031897921,0.518701994886205,mitie,70
3,recall,0.47619047619047605,0.068965517241379,0.53125,0.6981132075471691,0.314285714285714,0.36363636363636304,0.28571428571428503,0.108108108108108,0.5454545454545451,0.863157894736842,0.42548761129148804,0.525,mitie,70
3,f1-score,0.5,0.1,0.641509433962264,0.621848739495798,0.4,0.533333333333333,0.33333333333333304,0.15686274509803902,0.6000000000000001,0.623574144486692,0.451046172970946,0.48961967696740605,mitie,70
1,precision,0.9523809523809521,0.777777777777777,1.0,0.9411764705882351,0.894736842105263,0.9,0.9333333333333331,0.9473684210526311,0.9687500000000001,0.9693877551020401,0.928491155234023,0.9384266193075671,recommended,0
1,recall,0.9523809523809521,0.7241379310344821,0.9375,0.90566037735849,0.9714285714285711,0.818181818181818,1.0,0.972972972972973,0.9393939393939391,1.0,0.922165656275122,0.9388888888888881,recommended,0
1,f1-score,0.9523809523809521,0.75,0.9677419354838711,0.923076923076923,0.9315068493150681,0.8571428571428571,0.96551724137931,0.9599999999999991,0.9538461538461531,0.9844559585492221,0.9245668871174351,0.9380822514765811,recommended,0
2,precision,0.9130434782608691,0.75,0.9090909090909091,0.9622641509433961,0.9166666666666661,1.0,0.923076923076923,0.8888888888888881,0.9333333333333331,0.87378640776699,0.907015075802797,0.899221750048751,recommended,0
2,recall,1.0,0.620689655172413,0.9375,0.9622641509433961,0.9428571428571421,0.818181818181818,0.8571428571428571,0.864864864864864,0.8484848484848481,0.9473684210526311,0.879935375869997,0.9,recommended,0
2,f1-score,0.954545454545454,0.6792452830188681,0.923076923076923,0.9622641509433961,0.929577464788732,0.9,0.8888888888888891,0.876712328767123,0.8888888888888891,0.9090909090909091,0.8912290292009181,0.898047252402407,recommended,0
3,precision,0.826086956521739,0.772727272727272,0.9666666666666661,0.9411764705882351,1.0,1.0,1.0,0.813953488372093,0.8823529411764701,0.854368932038834,0.9057332728091311,0.891587716507882,recommended,0
3,recall,0.9047619047619041,0.5862068965517241,0.9062500000000001,0.90566037735849,0.8857142857142851,1.0,0.8571428571428571,0.945945945945945,0.9090909090909091,0.9263157894736841,0.8827088966039801,0.8888888888888881,recommended,0
3,f1-score,0.8636363636363631,0.6666666666666661,0.9354838709677411,0.923076923076923,0.9393939393939391,1.0,0.923076923076923,0.875,0.8955223880597011,0.8888888888888891,0.891074596376714,0.8875050161556141,recommended,0
1,precision,1.0,0.833333333333333,0.9696969696969691,0.9607843137254901,0.9444444444444441,1.0,0.875,0.8571428571428571,0.9090909090909091,0.9263157894736841,0.927580861690768,0.9253843877618381,recommended,10
1,recall,0.9523809523809521,0.689655172413793,1.0,0.924528301886792,0.9714285714285711,0.9090909090909091,1.0,0.972972972972973,0.9090909090909091,0.9263157894736841,0.9255463578738581,0.925,recommended,10
1,f1-score,0.9756097560975611,0.7547169811320751,0.9846153846153841,0.9423076923076921,0.957746478873239,0.9523809523809521,0.9333333333333331,0.9113924050632911,0.9090909090909091,0.9263157894736841,0.924750968236812,0.9239169450601141,recommended,10
2,precision,0.875,0.777777777777777,0.9310344827586201,0.9444444444444441,0.9705882352941171,0.9090909090909091,0.8571428571428571,0.9393939393939391,0.9090909090909091,0.9009900990099011,0.9014553654003471,0.908615105439437,recommended,10
2,recall,1.0,0.7241379310344821,0.8437500000000001,0.9622641509433961,0.9428571428571421,0.9090909090909091,0.8571428571428571,0.837837837837837,0.9090909090909091,0.957894736842105,0.894406647483964,0.9083333333333331,recommended,10
2,f1-score,0.9333333333333331,0.75,0.885245901639344,0.9532710280373831,0.956521739130434,0.9090909090909091,0.8571428571428571,0.8857142857142851,0.9090909090909091,0.928571428571428,0.896798239175088,0.907403356926999,recommended,10
3,precision,0.875,0.894736842105263,0.9062500000000001,0.9607843137254901,1.0,1.0,0.866666666666666,0.7954545454545451,0.8857142857142851,0.8854166666666661,0.9070023320332911,0.9032006759043331,recommended,10
3,recall,1.0,0.5862068965517241,0.9062500000000001,0.924528301886792,0.9714285714285711,0.9090909090909091,0.928571428571428,0.945945945945945,0.9393939393939391,0.894736842105263,0.9006152834974571,0.9,recommended,10
3,f1-score,0.9333333333333331,0.708333333333333,0.9062500000000001,0.9423076923076921,0.9855072463768111,0.9523809523809521,0.896551724137931,0.864197530864197,0.911764705882352,0.890052356020942,0.8990678874637541,0.897842112095463,recommended,10
1,precision,0.9523809523809521,0.826086956521739,0.9687500000000001,0.9444444444444441,0.9444444444444441,1.0,0.8125,0.7954545454545451,0.9333333333333331,0.894736842105263,0.9072131518684721,0.9046512528668321,recommended,30
1,recall,0.9523809523809521,0.6551724137931031,0.9687500000000001,0.9622641509433961,0.9714285714285711,0.818181818181818,0.928571428571428,0.945945945945945,0.8484848484848481,0.894736842105263,0.894591697183532,0.9027777777777771,recommended,30
1,f1-score,0.9523809523809521,0.7307692307692301,0.9687500000000001,0.9532710280373831,0.957746478873239,0.9,0.866666666666666,0.864197530864197,0.8888888888888891,0.894736842105263,0.8977407618585821,0.90160770624304,recommended,30
2,precision,0.8695652173913041,0.818181818181818,0.9,0.927272727272727,0.911764705882352,1.0,1.0,0.894736842105263,0.9032258064516121,0.8653846153846151,0.9090131732669691,0.8943572632671201,recommended,30
2,recall,0.9523809523809521,0.620689655172413,0.8437500000000001,0.9622641509433961,0.8857142857142851,0.818181818181818,1.0,0.9189189189189191,0.8484848484848481,0.9473684210526311,0.8797753050849261,0.894444444444444,recommended,30
2,f1-score,0.9090909090909091,0.7058823529411761,0.8709677419354841,0.9444444444444441,0.898550724637681,0.9,1.0,0.9066666666666661,0.875,0.9045226130653261,0.891512545278168,0.892190585816349,recommended,30
3,precision,0.9,0.88,0.9354838709677411,0.9607843137254901,0.9428571428571421,1.0,1.0,0.760869565217391,0.864864864864864,0.8901098901098901,0.913496964774252,0.9014727958678951,recommended,30
3,recall,0.8571428571428571,0.758620689655172,0.9062500000000001,0.924528301886792,0.9428571428571421,0.9090909090909091,1.0,0.945945945945945,0.9696969696969691,0.8526315789473681,0.906676439522315,0.897222222222222,recommended,30
3,f1-score,0.8780487804878041,0.8148148148148141,0.92063492063492,0.9423076923076921,0.9428571428571421,0.9523809523809521,1.0,0.8433734939759031,0.914285714285714,0.8709677419354831,0.907967125368043,0.8974045916141581,recommended,30
1,precision,0.9047619047619041,0.772727272727272,0.8787878787878781,0.8571428571428571,0.9705882352941171,1.0,1.0,0.7333333333333331,0.8709677419354831,0.8541666666666661,0.884247589064951,0.863751569013072,recommended,50
1,recall,0.9047619047619041,0.5862068965517241,0.9062500000000001,0.90566037735849,0.9428571428571421,0.818181818181818,0.928571428571428,0.8918918918918911,0.818181818181818,0.863157894736842,0.856572117309306,0.861111111111111,recommended,50
1,f1-score,0.9047619047619041,0.6666666666666661,0.892307692307692,0.880733944954128,0.956521739130434,0.9,0.962962962962963,0.8048780487804871,0.8437500000000001,0.8586387434554971,0.867122170301977,0.8600576093165141,recommended,50
2,precision,0.7307692307692301,0.8571428571428571,0.866666666666666,0.9090909090909091,0.8684210526315791,1.0,0.928571428571428,0.7555555555555551,0.875,0.8571428571428571,0.8648360557571081,0.8577008667907791,recommended,50
2,recall,0.9047619047619041,0.413793103448275,0.8125,0.943396226415094,0.9428571428571421,0.7272727272727271,0.928571428571428,0.9189189189189191,0.8484848484848481,0.8842105263157891,0.8324766827046131,0.8527777777777771,recommended,50
2,f1-score,0.8085106382978721,0.55813953488372,0.8387096774193541,0.925925925925925,0.9041095890410961,0.842105263157894,0.928571428571428,0.829268292682926,0.861538461538461,0.8704663212435231,0.8367345132762201,0.8466459548797891,recommended,50
3,precision,0.818181818181818,0.85,0.8709677419354831,0.9791666666666661,0.9428571428571421,1.0,0.8125,0.7333333333333331,0.7837837837837831,0.833333333333333,0.862412382009156,0.858718011449866,recommended,50
3,recall,0.8571428571428571,0.5862068965517241,0.8437500000000001,0.886792452830188,0.9428571428571421,0.9090909090909091,0.928571428571428,0.8918918918918911,0.8787878787878781,0.842105263157894,0.8567196720881911,0.8527777777777771,recommended,50
3,f1-score,0.8372093023255811,0.693877551020408,0.8571428571428571,0.9306930693069301,0.9428571428571421,0.9523809523809521,0.866666666666666,0.8048780487804871,0.8285714285714281,0.837696335078533,0.8551973354130991,0.8521476917221871,recommended,50
1,precision,0.772727272727272,0.44444444444444403,0.827586206896551,0.785714285714285,0.6666666666666661,1.0,0.8235294117647051,0.5714285714285711,0.846153846153846,0.7812500000000001,0.751950070579634,0.739970018176893,recommended,70
