,,affirmative,none,deny,show,find,bye,greetings,move,clarify,pick up,macro avg,weighted avg,pipeline,split
1,recall,0.8095238095238091,0.275862068965517,0.75,0.8301886792452831,0.7428571428571421,0.7272727272727271,1.0,0.756756756756756,0.6666666666666661,0.7894736842105261,0.734860153549843,0.738888888888888,recommended,70
1,f1-score,0.7906976744186041,0.34042553191489305,0.7868852459016391,0.8073394495412841,0.7027027027027021,0.842105263157894,0.9032258064516121,0.651162790697674,0.745762711864406,0.785340314136125,0.7355647490786831,0.7340548518133011,recommended,70
2,precision,0.7142857142857141,0.55,0.8888888888888881,0.7241379310344821,0.609756097560975,1.0,0.8571428571428571,0.707317073170731,0.652173913043478,0.775700934579439,0.7479403409706561,0.731942438407513,recommended,70
2,recall,0.7142857142857141,0.379310344827586,0.75,0.7924528301886791,0.7142857142857141,0.7272727272727271,0.8571428571428571,0.7837837837837831,0.45454545454545403,0.8736842105263151,0.704676363685883,0.7333333333333331,recommended,70
2,f1-score,0.7142857142857141,0.448979591836734,0.813559322033898,0.756756756756756,0.6578947368421051,0.842105263157894,0.8571428571428571,0.7435897435897431,0.535714285714285,0.8217821782178211,0.719181044957781,0.7269794087020931,recommended,70
3,precision,0.8823529411764701,0.533333333333333,0.8571428571428571,0.7333333333333331,0.884615384615384,0.9090909090909091,0.7000000000000001,0.595744680851063,0.7826086956521741,0.707964601769911,0.758618673696543,0.739383700845282,recommended,70
3,recall,0.7142857142857141,0.275862068965517,0.75,0.8301886792452831,0.657142857142857,0.9090909090909091,1.0,0.756756756756756,0.5454545454545451,0.842105263157894,0.728088679409947,0.7333333333333331,recommended,70
3,f1-score,0.7894736842105261,0.36363636363636304,0.799999999999999,0.7787610619469021,0.7540983606557371,0.9090909090909091,0.8235294117647051,0.6666666666666661,0.642857142857142,0.769230769230769,0.7297344370059721,0.724665189007204,recommended,70
1,precision,0.8823529411764701,0.6000000000000001,0.875,0.8070175438596491,0.9696969696969691,1.0,0.785714285714285,0.8571428571428571,0.75,0.861386138613861,0.8388310736204091,0.8359352900312881,pretrained_embeddings_spacy,0
1,recall,0.7142857142857141,0.7241379310344821,0.875,0.867924528301886,0.914285714285714,0.7272727272727271,0.785714285714285,0.8108108108108101,0.636363636363636,0.91578947368421,0.797158482175346,0.830555555555555,pretrained_embeddings_spacy,0
1,f1-score,0.7894736842105261,0.65625,0.875,0.8363636363636361,0.9411764705882351,0.842105263157894,0.785714285714285,0.833333333333333,0.6885245901639341,0.8877551020408161,0.8135696365572661,0.8306477332323321,pretrained_embeddings_spacy,0
2,precision,0.772727272727272,0.5483870967741931,0.8620689655172411,0.884615384615384,0.911764705882352,0.8888888888888881,0.5,0.73170731707317,0.513513513513513,0.868131868131868,0.7481805013123881,0.782729187357589,pretrained_embeddings_spacy,0
2,recall,0.8095238095238091,0.5862068965517241,0.7812500000000001,0.867924528301886,0.8857142857142851,0.7272727272727271,0.5,0.8108108108108101,0.575757575757575,0.8315789473684211,0.737603958130124,0.775,pretrained_embeddings_spacy,0
2,f1-score,0.7906976744186041,0.5666666666666661,0.8196721311475401,0.8761904761904761,0.898550724637681,0.799999999999999,0.5,0.769230769230769,0.542857142857142,0.8494623655913981,0.741332795074028,0.7778600338896281,pretrained_embeddings_spacy,0
3,precision,0.7916666666666661,0.64,0.8823529411764701,0.854545454545454,0.9705882352941171,0.8888888888888881,0.846153846153846,0.794871794871794,0.6875,0.8315789473684211,0.8188146774965651,0.8205652207723281,pretrained_embeddings_spacy,0
3,recall,0.9047619047619041,0.551724137931034,0.9375,0.886792452830188,0.9428571428571421,0.7272727272727271,0.785714285714285,0.837837837837837,0.6666666666666661,0.8315789473684211,0.80727061032402,0.8222222222222221,pretrained_embeddings_spacy,0
3,f1-score,0.8444444444444441,0.592592592592592,0.9090909090909091,0.87037037037037,0.956521739130434,0.799999999999999,0.8148148148148141,0.8157894736842101,0.6769230769230771,0.8315789473684211,0.811212636841927,0.8204094377244641,pretrained_embeddings_spacy,0
1,precision,0.842105263157894,0.5714285714285711,0.8437500000000001,0.824561403508771,0.914285714285714,0.875,0.75,0.833333333333333,0.785714285714285,0.8877551020408161,0.8127933673469381,0.8282806470541431,pretrained_embeddings_spacy,10
1,recall,0.7619047619047611,0.689655172413793,0.8437500000000001,0.886792452830188,0.914285714285714,0.636363636363636,0.642857142857142,0.8108108108108101,0.6666666666666661,0.91578947368421,0.776887583181692,0.8250000000000001,pretrained_embeddings_spacy,10
1,f1-score,0.8,0.625,0.8437500000000001,0.854545454545454,0.914285714285714,0.7368421052631571,0.6923076923076921,0.821917808219178,0.7213114754098361,0.901554404145077,0.791151465417611,0.824653849798689,pretrained_embeddings_spacy,10
2,precision,0.8095238095238091,0.5714285714285711,0.866666666666666,0.8823529411764701,0.914285714285714,0.8888888888888881,0.538461538461538,0.763157894736842,0.5882352941176471,0.851063829787234,0.767406514907338,0.7941260492896851,pretrained_embeddings_spacy,10
2,recall,0.8095238095238091,0.689655172413793,0.8125,0.849056603773584,0.914285714285714,0.7272727272727271,0.5,0.7837837837837831,0.6060606060606061,0.842105263157894,0.753424368027191,0.7888888888888881,pretrained_embeddings_spacy,10
2,f1-score,0.8095238095238091,0.625,0.8387096774193541,0.8653846153846151,0.914285714285714,0.799999999999999,0.518518518518518,0.7733333333333331,0.597014925373134,0.8465608465608461,0.7588331440399321,0.7906290551277511,pretrained_embeddings_spacy,10
3,precision,0.7916666666666661,0.620689655172413,0.96551724137931,0.8363636363636361,0.9666666666666661,0.8,0.833333333333333,0.7619047619047611,0.6666666666666661,0.8229166666666661,0.8065725294820121,0.812545511042278,pretrained_embeddings_spacy,10
3,recall,0.9047619047619041,0.620689655172413,0.875,0.867924528301886,0.8285714285714281,0.7272727272727271,0.7142857142857141,0.864864864864864,0.6666666666666661,0.8315789473684211,0.790161643726602,0.808333333333333,pretrained_embeddings_spacy,10
3,f1-score,0.8444444444444441,0.620689655172413,0.918032786885245,0.8518518518518511,0.892307692307692,0.7619047619047621,0.769230769230769,0.8101265822784811,0.6666666666666661,0.8272251308900521,0.7962480341632371,0.808890427837834,pretrained_embeddings_spacy,10
1,precision,0.9,0.555555555555555,0.8437500000000001,0.779661016949152,0.9062500000000001,0.8888888888888881,0.7142857142857141,0.8285714285714281,0.6774193548387091,0.8686868686868681,0.7963068827776311,0.806574741331296,pretrained_embeddings_spacy,30
1,recall,0.8571428571428571,0.689655172413793,0.8437500000000001,0.867924528301886,0.8285714285714281,0.7272727272727271,0.35714285714285704,0.7837837837837831,0.636363636363636,0.9052631578947361,0.7496870148887701,0.802777777777777,pretrained_embeddings_spacy,30
1,f1-score,0.8780487804878041,0.6153846153846151,0.8437500000000001,0.8214285714285711,0.865671641791044,0.799999999999999,0.47619047619047605,0.805555555555555,0.65625,0.88659793814433,0.764887757898239,0.8007629898075891,pretrained_embeddings_spacy,30
2,precision,0.7391304347826081,0.5666666666666661,0.8888888888888881,0.8,0.8157894736842101,0.769230769230769,0.777777777777777,0.6944444444444441,0.7142857142857141,0.801980198019802,0.756819436778088,0.76710157684817,pretrained_embeddings_spacy,30
2,recall,0.8095238095238091,0.5862068965517241,0.75,0.8301886792452831,0.8857142857142851,0.9090909090909091,0.5,0.6756756756756751,0.6060606060606061,0.8526315789473681,0.7405092440809661,0.766666666666666,pretrained_embeddings_spacy,30
2,f1-score,0.772727272727272,0.5762711864406781,0.813559322033898,0.8148148148148141,0.8493150684931501,0.833333333333333,0.6086956521739131,0.684931506849315,0.6557377049180321,0.8265306122448981,0.74359164740293,0.764096866660191,pretrained_embeddings_spacy,30
3,precision,0.8235294117647051,0.5161290322580641,0.8529411764705881,0.846153846153846,1.0,0.8888888888888881,0.9,0.7333333333333331,0.7058823529411761,0.811881188118811,0.807873922992941,0.8037113130700341,pretrained_embeddings_spacy,30
3,recall,0.6666666666666661,0.551724137931034,0.9062500000000001,0.8301886792452831,0.771428571428571,0.7272727272727271,0.642857142857142,0.8918918918918911,0.7272727272727271,0.863157894736842,0.757871043930288,0.7944444444444441,pretrained_embeddings_spacy,30
3,f1-score,0.7368421052631571,0.533333333333333,0.8787878787878781,0.8380952380952381,0.8709677419354841,0.799999999999999,0.75,0.8048780487804871,0.716417910447761,0.8367346938775511,0.7766056950520891,0.7949348787589331,pretrained_embeddings_spacy,30
1,precision,0.75,0.4,0.7187500000000001,0.7368421052631571,0.892857142857142,1.0,0.44444444444444403,0.648648648648648,0.6071428571428571,0.7843137254901961,0.6982998923846441,0.71227881113459,pretrained_embeddings_spacy,50
1,recall,0.5714285714285711,0.689655172413793,0.7187500000000001,0.7924528301886791,0.7142857142857141,0.09090909090909001,0.28571428571428503,0.648648648648648,0.515151515151515,0.842105263157894,0.586910109189819,0.6888888888888881,pretrained_embeddings_spacy,50
1,f1-score,0.648648648648648,0.50632911392405,0.7187500000000001,0.7636363636363631,0.793650793650793,0.16666666666666602,0.347826086956521,0.648648648648648,0.557377049180327,0.812182741116751,0.5963716112428771,0.682803812654697,pretrained_embeddings_spacy,50
2,precision,0.7142857142857141,0.48387096774193505,0.84,0.704918032786885,0.8437500000000001,0.6000000000000001,0.6923076923076921,0.6153846153846151,0.5769230769230761,0.769230769230769,0.6840670868660681,0.705503019108733,pretrained_embeddings_spacy,50
2,recall,0.47619047619047605,0.5172413793103441,0.65625,0.8113207547169811,0.771428571428571,0.818181818181818,0.642857142857142,0.648648648648648,0.45454545454545403,0.842105263157894,0.663876950903733,0.7027777777777771,pretrained_embeddings_spacy,50
2,f1-score,0.5714285714285711,0.5,0.7368421052631581,0.75438596491228,0.8059701492537311,0.6923076923076921,0.6666666666666661,0.631578947368421,0.5084745762711861,0.804020100502512,0.6671674773974221,0.69930296749636,pretrained_embeddings_spacy,50
3,precision,0.68,0.48484848484848403,0.8620689655172411,0.8148148148148141,0.9,1.0,0.8888888888888881,0.6829268292682921,0.72,0.7064220183486231,0.773997000168634,0.750541186146759,pretrained_embeddings_spacy,50
3,recall,0.8095238095238091,0.551724137931034,0.7812500000000001,0.8301886792452831,0.771428571428571,0.45454545454545403,0.5714285714285711,0.756756756756756,0.5454545454545451,0.8105263157894731,0.68828268421035,0.736111111111111,pretrained_embeddings_spacy,50
3,f1-score,0.7391304347826081,0.5161290322580641,0.8196721311475401,0.822429906542056,0.83076923076923,0.625,0.695652173913043,0.7179487179487181,0.620689655172413,0.754901960784313,0.7142323243317991,0.7354482646677131,pretrained_embeddings_spacy,50
1,precision,0.5789473684210521,0.325581395348837,0.6666666666666661,0.660377358490566,0.9090909090909091,1.0,0.6000000000000001,0.0,0.6000000000000001,0.526627218934911,0.5867290916952941,0.5527246004230281,pretrained_embeddings_spacy,70
1,recall,0.5238095238095231,0.482758620689655,0.625,0.660377358490566,0.28571428571428503,0.36363636363636304,0.42857142857142805,0.0,0.36363636363636304,0.936842105263157,0.467034604981134,0.558333333333333,pretrained_embeddings_spacy,70
1,f1-score,0.55,0.388888888888888,0.6451612903225801,0.660377358490566,0.43478260869565205,0.533333333333333,0.5,0.0,0.452830188679245,0.6742424242424241,0.48396160926526904,0.5154261765793341,pretrained_embeddings_spacy,70
2,precision,0.7333333333333331,0.48484848484848403,0.678571428571428,0.69090909090909,0.5714285714285711,0.8571428571428571,0.8571428571428571,0.6060606060606061,0.5,0.568493150684931,0.654793038012216,0.617090935447099,pretrained_embeddings_spacy,70
2,recall,0.5238095238095231,0.551724137931034,0.59375,0.7169811320754711,0.457142857142857,0.5454545454545451,0.42857142857142805,0.54054054054054,0.12121212121212101,0.8736842105263151,0.5352870497263831,0.6083333333333331,pretrained_embeddings_spacy,70
2,f1-score,0.611111111111111,0.5161290322580641,0.6333333333333331,0.703703703703703,0.507936507936507,0.6666666666666661,0.5714285714285711,0.5714285714285711,0.195121951219512,0.6887966804979251,0.566565612958396,0.587479765342486,pretrained_embeddings_spacy,70
3,precision,0.529411764705882,0.31578947368421,0.6875,0.6086956521739131,0.551724137931034,1.0,0.8,0.758620689655172,1.0,0.6461538461538461,0.6897895564304061,0.662500936362016,pretrained_embeddings_spacy,70
3,recall,0.42857142857142805,0.413793103448275,0.6875,0.7924528301886791,0.457142857142857,0.09090909090909001,0.5714285714285711,0.5945945945945941,0.15151515151515102,0.8842105263157891,0.507211815411443,0.613888888888888,pretrained_embeddings_spacy,70
3,f1-score,0.47368421052631504,0.35820895522388,0.6875,0.6885245901639341,0.5,0.16666666666666602,0.6666666666666661,0.6666666666666661,0.26315789473684204,0.746666666666666,0.5217742317317641,0.588272523872822,pretrained_embeddings_spacy,70
1,precision,0.9444444444444441,0.7272727272727271,0.9354838709677411,0.955555555555555,0.945945945945945,0.818181818181818,0.8125,0.833333333333333,0.6590909090909091,0.8829787234042551,0.851478732819673,0.8651488636236111,supervised_embeddings,0
1,recall,0.8095238095238091,0.551724137931034,0.9062500000000001,0.8113207547169811,1.0,0.818181818181818,0.928571428571428,0.945945945945945,0.8787878787878781,0.8736842105263151,0.8523989984185211,0.8583333333333331,supervised_embeddings,0
1,f1-score,0.871794871794871,0.6274509803921561,0.92063492063492,0.877551020408163,0.9722222222222221,0.818181818181818,0.866666666666666,0.8860759493670881,0.753246753246753,0.878306878306878,0.8472132081221541,0.857545860597235,supervised_embeddings,0
2,precision,0.6129032258064511,0.611111111111111,1.0,0.9772727272727271,0.9411764705882351,1.0,0.8,0.9166666666666661,0.566037735849056,0.8854166666666661,0.8310584603960911,0.850667545175609,supervised_embeddings,0
2,recall,0.9047619047619041,0.379310344827586,0.75,0.8113207547169811,0.914285714285714,0.818181818181818,0.8571428571428571,0.8918918918918911,0.9090909090909091,0.894736842105263,0.8130723037004921,0.8277777777777771,supervised_embeddings,0
2,f1-score,0.7307692307692301,0.468085106382978,0.8571428571428571,0.88659793814433,0.9275362318840571,0.9,0.827586206896551,0.9041095890410951,0.6976744186046511,0.890052356020942,0.8089553934886691,0.828664287567884,supervised_embeddings,0
3,precision,0.7391304347826081,0.769230769230769,0.8529411764705881,0.9375,0.9714285714285711,1.0,0.866666666666666,0.8684210526315791,0.651162790697674,0.8137254901960781,0.8470206952104531,0.8413007084098281,supervised_embeddings,0
3,recall,0.8095238095238091,0.344827586206896,0.9062500000000001,0.849056603773584,0.9714285714285711,0.818181818181818,0.928571428571428,0.8918918918918911,0.8484848484848481,0.8736842105263151,0.8241900768589161,0.836111111111111,supervised_embeddings,0
3,f1-score,0.772727272727272,0.47619047619047605,0.8787878787878781,0.8910891089108911,0.9714285714285711,0.9,0.896551724137931,0.88,0.7368421052631581,0.8426395939086291,0.8246256731354801,0.8299000179533911,supervised_embeddings,0
1,precision,0.9444444444444441,0.75,0.9642857142857141,0.886792452830188,0.9189189189189191,0.75,0.684210526315789,0.833333333333333,0.710526315789473,0.9438202247191011,0.8386331930636961,0.8704866911771111,supervised_embeddings,10
1,recall,0.8095238095238091,0.620689655172413,0.8437500000000001,0.886792452830188,0.9714285714285711,0.818181818181818,0.928571428571428,0.945945945945945,0.818181818181818,0.8842105263157891,0.8527276026151781,0.863888888888888,supervised_embeddings,10
1,f1-score,0.871794871794871,0.6792452830188681,0.899999999999999,0.886792452830188,0.9444444444444441,0.7826086956521731,0.7878787878787871,0.8860759493670881,0.76056338028169,0.9130434782608691,0.841244734352898,0.8642302551775901,supervised_embeddings,10
2,precision,0.826086956521739,0.6666666666666661,1.0,0.943396226415094,0.9428571428571421,0.9,0.785714285714285,0.9189189189189191,0.6666666666666661,0.9042553191489361,0.8554562182909451,0.873570596498441,supervised_embeddings,10
2,recall,0.9047619047619041,0.551724137931034,0.7812500000000001,0.943396226415094,0.9428571428571421,0.818181818181818,0.785714285714285,0.9189189189189191,0.9090909090909091,0.894736842105263,0.8450632185976371,0.866666666666666,supervised_embeddings,10
2,f1-score,0.8636363636363631,0.60377358490566,0.8771929824561401,0.943396226415094,0.9428571428571421,0.8571428571428571,0.785714285714285,0.9189189189189191,0.769230769230769,0.8994708994708991,0.8461334030748131,0.866608042500407,supervised_embeddings,10
3,precision,0.842105263157894,0.59090909090909,0.9,0.9347826086956521,0.9705882352941171,0.8888888888888881,0.8571428571428571,0.894736842105263,0.583333333333333,0.8200000000000001,0.8282487119527091,0.831021337762543,supervised_embeddings,10
3,recall,0.7619047619047611,0.448275862068965,0.8437500000000001,0.8113207547169811,0.9428571428571421,0.7272727272727271,0.8571428571428571,0.9189189189189191,0.8484848484848481,0.863157894736842,0.802308576810404,0.8222222222222221,supervised_embeddings,10
3,f1-score,0.8,0.5098039215686271,0.8709677419354841,0.8686868686868681,0.956521739130434,0.799999999999999,0.8571428571428571,0.9066666666666661,0.6913580246913581,0.841025641025641,0.810217346084793,0.8223135104342011,supervised_embeddings,10
1,precision,1.0,0.7272727272727271,0.9310344827586201,0.872340425531914,0.8684210526315791,0.9,0.7058823529411761,0.8250000000000001,0.6341463414634141,0.84,0.830409738259943,0.8320749281776411,supervised_embeddings,30
1,recall,0.7619047619047611,0.551724137931034,0.8437500000000001,0.7735849056603771,0.9428571428571421,0.818181818181818,0.8571428571428571,0.8918918918918911,0.7878787878787871,0.8842105263157891,0.8113126829764461,0.8250000000000001,supervised_embeddings,30
1,f1-score,0.864864864864864,0.6274509803921561,0.885245901639344,0.8200000000000001,0.9041095890410961,0.8571428571428571,0.7741935483870961,0.8571428571428571,0.7027027027027021,0.861538461538461,0.8154391762851431,0.8244634858834761,supervised_embeddings,30
2,precision,0.7894736842105261,0.6666666666666661,0.958333333333333,0.9183673469387751,0.8684210526315791,1.0,0.7333333333333331,0.837837837837837,0.464285714285714,0.8526315789473681,0.808935054818513,0.8173201356566011,supervised_embeddings,30
2,recall,0.7142857142857141,0.413793103448275,0.7187500000000001,0.849056603773584,0.9428571428571421,0.818181818181818,0.785714285714285,0.837837837837837,0.7878787878787871,0.8526315789473681,0.7720986872924811,0.7944444444444441,supervised_embeddings,30
2,f1-score,0.7500000000000001,0.51063829787234,0.8214285714285711,0.8823529411764701,0.9041095890410961,0.9,0.758620689655172,0.837837837837837,0.5842696629213481,0.8526315789473681,0.7801889168880201,0.7973732082066121,supervised_embeddings,30
3,precision,0.7619047619047611,0.647058823529411,0.896551724137931,0.9411764705882351,0.8125,1.0,0.846153846153846,0.8250000000000001,0.557692307692307,0.821052631578947,0.8109090565585441,0.809858927766508,supervised_embeddings,30
3,recall,0.7619047619047611,0.379310344827586,0.8125,0.90566037735849,0.7428571428571421,0.9090909090909091,0.785714285714285,0.8918918918918911,0.8787878787878781,0.821052631578947,0.7888770224011891,0.8,supervised_embeddings,30
3,f1-score,0.7619047619047611,0.478260869565217,0.852459016393442,0.923076923076923,0.7761194029850741,0.9523809523809521,0.8148148148148141,0.8571428571428571,0.68235294117647,0.821052631578947,0.791956517101946,0.7981973345173421,supervised_embeddings,30
1,precision,0.75,0.818181818181818,0.794117647058823,0.846153846153846,0.763157894736842,0.8888888888888881,0.785714285714285,0.8571428571428571,0.479166666666666,0.796116504854368,0.7778640409398391,0.7788370806897971,supervised_embeddings,50
1,recall,0.5714285714285711,0.310344827586206,0.8437500000000001,0.8301886792452831,0.8285714285714281,0.7272727272727271,0.785714285714285,0.8108108108108101,0.696969696969697,0.863157894736842,0.726820892233585,0.7638888888888881,supervised_embeddings,50
1,f1-score,0.648648648648648,0.45,0.818181818181818,0.8380952380952381,0.7945205479452051,0.799999999999999,0.785714285714285,0.833333333333333,0.5679012345679011,0.8282828282828281,0.736467793476925,0.7587268037819781,supervised_embeddings,50
2,precision,0.866666666666666,0.818181818181818,0.833333333333333,0.87037037037037,0.658536585365853,0.7000000000000001,0.764705882352941,0.744186046511627,0.5454545454545451,0.7920792079207921,0.759351445615794,0.7693351120492231,supervised_embeddings,50
2,recall,0.6190476190476191,0.310344827586206,0.625,0.886792452830188,0.771428571428571,0.636363636363636,0.928571428571428,0.864864864864864,0.7272727272727271,0.842105263157894,0.721179139112313,0.7555555555555551,supervised_embeddings,50
2,f1-score,0.7222222222222221,0.45,0.7142857142857141,0.878504672897196,0.710526315789473,0.6666666666666661,0.8387096774193541,0.8,0.623376623376623,0.816326530612244,0.722061842326949,0.748057488991079,supervised_embeddings,50
3,precision,0.6000000000000001,0.7000000000000001,0.925925925925925,0.893617021276595,0.8,0.7142857142857141,0.9166666666666661,0.7837837837837831,0.39393939393939303,0.771739130434782,0.7499957636312861,0.7608250703863041,supervised_embeddings,50
3,recall,0.7142857142857141,0.241379310344827,0.7812500000000001,0.7924528301886791,0.685714285714285,0.9090909090909091,0.785714285714285,0.7837837837837831,0.7878787878787871,0.747368421052631,0.72289183280539,0.7222222222222221,supervised_embeddings,50
3,f1-score,0.652173913043478,0.35897435897435903,0.847457627118644,0.8400000000000001,0.7384615384615381,0.8,0.846153846153846,0.7837837837837831,0.5252525252525251,0.7593582887700531,0.7151615881558221,0.724192308641006,supervised_embeddings,50
1,precision,0.518518518518518,0.4,0.8823529411764701,0.7169811320754711,0.40322580645161205,0.75,0.75,0.689655172413793,0.28571428571428503,0.649572649572649,0.60460205059228,0.606228613193405,supervised_embeddings,70
1,recall,0.6666666666666661,0.137931034482758,0.46875000000000006,0.7169811320754711,0.7142857142857141,0.818181818181818,0.642857142857142,0.54054054054054,0.18181818181818102,0.8,0.568801223090829,0.6000000000000001,supervised_embeddings,70
1,f1-score,0.583333333333333,0.205128205128205,0.612244897959183,0.7169811320754711,0.515463917525773,0.7826086956521731,0.6923076923076921,0.6060606060606061,0.22222222222222202,0.7169811320754711,0.5653331834340131,0.583343273461225,supervised_embeddings,70
2,precision,0.769230769230769,0.4,0.833333333333333,0.760869565217391,0.42857142857142805,0.777777777777777,0.4375,0.729729729729729,0.21428571428571402,0.8,0.615129831814614,0.65138495528894,supervised_embeddings,70
2,recall,0.47619047619047605,0.137931034482758,0.46875000000000006,0.660377358490566,0.685714285714285,0.636363636363636,0.5,0.729729729729729,0.45454545454545403,0.7157894736842101,0.546539144920111,0.588888888888888,supervised_embeddings,70
2,f1-score,0.5882352941176471,0.205128205128205,0.6000000000000001,0.7070707070707071,0.527472527472527,0.7000000000000001,0.46666666666666606,0.729729729729729,0.29126213592233,0.7555555555555551,0.557112082166336,0.600168629605618,supervised_embeddings,70
3,precision,0.846153846153846,0.6666666666666661,0.85,0.829268292682926,0.527777777777777,1.0,0.7000000000000001,0.826086956521739,0.22222222222222202,0.6475409836065571,0.711571674563173,0.685947083345116,supervised_embeddings,70
3,recall,0.5238095238095231,0.137931034482758,0.53125,0.641509433962264,0.542857142857142,0.7272727272727271,0.5,0.513513513513513,0.5454545454545451,0.8315789473684211,0.549517686872089,0.6000000000000001,supervised_embeddings,70
3,f1-score,0.647058823529411,0.228571428571428,0.6538461538461531,0.7234042553191491,0.5352112676056331,0.842105263157894,0.583333333333333,0.6333333333333331,0.31578947368421,0.7281105990783411,0.589076393145888,0.6074095027295451,supervised_embeddings,70
