,,object_color,placement,object_name,micro avg,macro avg,weighted avg,pipeline,split
2,recall,0.9724137931034481,0.8481012658227841,0.9477911646586341,0.9386892177589851,0.9227687411949551,0.9386892177589851,mitie,10
2,f1-score,0.9527027027027021,0.8933333333333331,0.902485659655831,0.9164086687306501,0.916173898563955,0.9163512779694021,mitie,10
3,precision,0.9483870967741931,0.9687500000000001,0.9302325581395341,0.943025540275049,0.949123218304576,0.9430269708304091,mitie,10
3,recall,0.9932432432432431,0.9789473684210521,0.948616600790513,0.9677419354838711,0.973602404151603,0.9677419354838711,mitie,10
3,f1-score,0.97029702970297,0.9738219895287951,0.9393346379647751,0.955223880597014,0.961151219065513,0.9551788564644421,mitie,10
1,precision,0.905405405405405,0.951807228915662,0.9111111111111111,0.916167664670658,0.922774581810726,0.9165315315315311,mitie,30
1,recall,0.9852941176470581,0.951807228915662,0.9425287356321831,0.95625,0.9598766940649681,0.95625,mitie,30
1,f1-score,0.9436619718309861,0.951807228915662,0.9265536723163841,0.9357798165137611,0.9406742910210101,0.9357677846741461,mitie,30
2,precision,0.9346405228758171,0.945205479452054,0.864963503649635,0.898,0.9149365019925021,0.8997252031764581,mitie,30
2,recall,0.9862068965517241,0.8734177215189871,0.951807228915662,0.9492600422832981,0.937143948995458,0.9492600422832981,mitie,30
2,f1-score,0.959731543624161,0.9078947368421051,0.906309751434034,0.9229188078108941,0.9246453439667661,0.9229511334949341,mitie,30
3,precision,0.9240506329113921,0.9784946236559141,0.8836363636363631,0.9125475285171101,0.9287272067345561,0.9138638768512051,mitie,30
3,recall,0.9864864864864861,0.957894736842105,0.960474308300395,0.9677419354838711,0.9682851772096621,0.9677419354838711,mitie,30
3,f1-score,0.9542483660130721,0.9680851063829781,0.9204545454545451,0.9393346379647751,0.9475960059501981,0.939660974347414,mitie,30
1,precision,0.855345911949685,0.8526315789473681,0.7923322683706071,0.8201058201058201,0.833436586422553,0.820612889838577,mitie,50
1,recall,1.0,0.975903614457831,0.9501915708812261,0.9687500000000001,0.9753650617796851,0.9687500000000001,mitie,50
1,f1-score,0.9220338983050841,0.910112359550561,0.8641114982578391,0.8882521489971341,0.8987525853711621,0.8884771605364251,mitie,50
2,precision,0.935064935064935,0.9558823529411761,0.8415492957746471,0.885375494071146,0.9108321945935861,0.8893126767751701,mitie,50
2,recall,0.993103448275862,0.8227848101265821,0.959839357429718,0.947145877378435,0.925242538610721,0.947145877378435,mitie,50
2,f1-score,0.963210702341137,0.8843537414965981,0.8968105065666041,0.915219611848825,0.914791650134779,0.915085229498479,mitie,50
3,precision,0.879518072289156,0.9473684210526311,0.796116504854368,0.845614035087719,0.8743343327320521,0.8499720774736901,mitie,50
3,recall,0.9864864864864861,0.9473684210526311,0.9723320158102761,0.9717741935483871,0.9687289744497981,0.9717741935483871,mitie,50
3,f1-score,0.9299363057324841,0.9473684210526311,0.8754448398576511,0.904315196998123,0.917583188880922,0.9054800760733731,mitie,50
1,precision,0.8282208588957051,0.8617021276595741,0.570743405275779,0.6735905044510381,0.7535554639436861,0.6940069628802891,mitie,70
1,recall,0.9926470588235291,0.975903614457831,0.911877394636015,0.9458333333333331,0.960142689305792,0.9458333333333331,mitie,70
1,f1-score,0.9030100334448161,0.915254237288135,0.702064896755162,0.7868284228769491,0.8401097224960381,0.79586334228439,mitie,70
2,precision,0.9090909090909091,0.9275362318840581,0.8339483394833941,0.8704453441295541,0.8901918268194541,0.8726145468676271,mitie,70
2,recall,0.96551724137931,0.8101265822784811,0.907630522088353,0.9090909090909091,0.8944247819153811,0.9090909090909091,mitie,70
2,f1-score,0.936454849498327,0.864864864864864,0.869230769230769,0.889348500517063,0.8901834945313201,0.8891093848626711,mitie,70
3,precision,0.8933333333333331,0.989010989010989,0.7035928143712571,0.798260869565217,0.8619790455718591,0.8148757244461801,mitie,70
3,recall,0.905405405405405,0.9473684210526311,0.9288537549407111,0.9254032258064511,0.9272091937995821,0.9254032258064511,mitie,70
3,f1-score,0.899328859060402,0.9677419354838711,0.80068143100511,0.8571428571428571,0.889250741849794,0.8621140263229841,mitie,70
1,precision,0.9874213836477981,0.9529411764705881,0.954545454545454,0.9641509433962261,0.9649693382212801,0.9642986905384411,recommended,0
1,recall,0.9812500000000001,1.0,0.957894736842105,0.9714828897338401,0.9797149122807011,0.9714828897338401,recommended,0
1,f1-score,0.9843260188087771,0.975903614457831,0.9562171628721541,0.96780303030303,0.9721489320462541,0.9677989490476281,recommended,0
2,precision,0.9874213836477981,1.0,0.933823529411764,0.961089494163424,0.973748304353187,0.9623435855455501,recommended,0
2,recall,0.9874213836477981,0.9431818181818181,0.9921875,0.9821073558648111,0.9742635672765391,0.9821073558648111,recommended,0
2,f1-score,0.9874213836477981,0.970760233918128,0.962121212121212,0.9714847590953781,0.9734342765623791,0.971630081287923,recommended,0
3,precision,0.9801324503311251,0.9431818181818181,0.9323843416370101,0.948076923076923,0.9518995367166511,0.9484166993246601,recommended,0
3,recall,0.9801324503311251,0.9120879120879121,0.973977695167286,0.96477495107632,0.9553993525287741,0.96477495107632,recommended,0
3,f1-score,0.9801324503311251,0.9273743016759771,0.9527272727272721,0.95635305528613,0.9534113415781251,0.9563105632409981,recommended,0
1,precision,0.9874213836477981,0.9634146341463411,0.957597173144876,0.967557251908396,0.9694777303130051,0.96756502109466,recommended,10
1,recall,0.9812500000000001,0.9753086419753081,0.9508771929824561,0.963878326996197,0.9691452783192541,0.963878326996197,recommended,10
1,f1-score,0.9843260188087771,0.9693251533742331,0.9542253521126761,0.9657142857142851,0.9692921747652281,0.9657067030129841,recommended,10
2,precision,0.9936708860759491,1.0,0.9543726235741441,0.9741035856573701,0.9826811698833641,0.9747774602804311,recommended,10
2,recall,0.9874213836477981,0.9204545454545451,0.98046875,0.9721669980119281,0.962781559700781,0.9721669980119281,recommended,10
2,f1-score,0.990536277602523,0.9585798816568041,0.9672447013487471,0.9731343283582091,0.972120286869358,0.973091334532563,recommended,10
3,precision,0.973684210526315,0.96629213483146,0.9392857142857141,0.9539347408829171,0.959754019881163,0.9542597988297331,recommended,10
3,recall,0.9801324503311251,0.945054945054945,0.9776951672862451,0.9726027397260271,0.9676275208907721,0.9726027397260271,recommended,10
3,f1-score,0.9768976897689771,0.955555555555555,0.9581056466302361,0.9631782945736431,0.9635196306515891,0.9632045511823961,recommended,10
1,precision,0.9873417721518981,0.9277108433734941,0.950354609929078,0.95793499043977,0.9551357418181561,0.9581184898998931,recommended,30
1,recall,0.975,0.9506172839506171,0.940350877192982,0.952471482889733,0.955322720381199,0.952471482889733,recommended,30
1,f1-score,0.9811320754716981,0.939024390243902,0.945326278659612,0.9551954242135361,0.955160914791737,0.9552473328958501,recommended,30
2,precision,0.9874213836477981,1.0,0.9471698113207541,0.968253968253968,0.9781970649895171,0.969136126636408,recommended,30
2,recall,0.9874213836477981,0.9090909090909091,0.98046875,0.9701789264413511,0.958993680912902,0.9701789264413511,recommended,30
2,f1-score,0.9874213836477981,0.9523809523809521,0.9635316698656431,0.969215491559086,0.9677780019647981,0.9691324677835551,recommended,30
3,precision,0.973684210526315,0.9540229885057471,0.9527272727272721,0.959143968871595,0.9601448239197781,0.9591507712468351,recommended,30
3,recall,0.9801324503311251,0.9120879120879121,0.973977695167286,0.96477495107632,0.9553993525287741,0.96477495107632,recommended,30
3,f1-score,0.9768976897689771,0.9325842696629211,0.9632352941176471,0.9619512195121951,0.957572417849848,0.961814117049096,recommended,30
1,precision,0.9873417721518981,0.9506172839506171,0.9532374100719421,0.9632495164410051,0.963732155391486,0.963207881016744,recommended,50
1,recall,0.975,0.9506172839506171,0.9298245614035081,0.9467680608365011,0.9518139484513751,0.9467680608365011,recommended,50
1,f1-score,0.9811320754716981,0.9506172839506171,0.9413854351687381,0.9549376797698941,0.9577115981970181,0.954897302468749,recommended,50
2,precision,0.9810126582278481,1.0,0.9250936329588011,0.954545454545454,0.9687020970622161,0.9558747170888291,recommended,50
2,recall,0.974842767295597,0.9204545454545451,0.96484375,0.9602385685884691,0.9533803542500471,0.9602385685884691,recommended,50
2,f1-score,0.9779179810725551,0.9585798816568041,0.9445506692160611,0.9573835480673931,0.9603495106484731,0.9575526041662951,recommended,50
3,precision,0.98,0.923076923076923,0.90721649484536,0.9304511278195481,0.9367644726407611,0.931548409223878,recommended,50
3,recall,0.9735099337748341,0.923076923076923,0.9814126394052041,0.9686888454011741,0.959333165418987,0.9686888454011741,recommended,50
3,f1-score,0.976744186046511,0.923076923076923,0.9428571428571421,0.949185043144774,0.9475594173268591,0.9493482260696571,recommended,50
1,precision,0.9871794871794871,0.902439024390243,0.9303135888501741,0.9428571428571421,0.9399773668066351,0.9433187295563251,recommended,70
1,recall,0.9625,0.9135802469135801,0.936842105263157,0.94106463878327,0.937640784058912,0.94106463878327,recommended,70
1,f1-score,0.9746835443037971,0.907975460122699,0.9335664335664331,0.9419600380589911,0.9387418126643101,0.942132724191976,recommended,70
2,precision,0.9515151515151511,0.986666666666666,0.92578125,0.943548387096774,0.9546543560606061,0.9445677450448821,recommended,70
2,recall,0.9874213836477981,0.84090909090909,0.92578125,0.9304174950298211,0.918037241518963,0.9304174950298211,recommended,70
2,f1-score,0.9691358024691351,0.907975460122699,0.92578125,0.936936936936936,0.9342975041972781,0.9363706423129021,recommended,70
3,precision,0.9791666666666661,0.9310344827586201,0.8961937716262971,0.925,0.9354649736838611,0.9269166911255871,recommended,70
3,recall,0.9337748344370861,0.8901098901098901,0.962825278810408,0.9412915851272011,0.9289033344524611,0.9412915851272011,recommended,70
3,f1-score,0.9559322033898301,0.910112359550561,0.92831541218638,0.9330746847720651,0.9314533250422571,0.9332345074542101,recommended,70
1,precision,0.9869281045751631,0.9506172839506171,0.9691119691119691,0.971602434077079,0.9688857858792491,0.971577429408754,pretrained_embeddings_spacy,0
1,recall,0.9869281045751631,0.9506172839506171,0.950757575757575,0.9618473895582321,0.962767654761118,0.9618473895582321,pretrained_embeddings_spacy,0
1,f1-score,0.9869281045751631,0.9506172839506171,0.959847036328871,0.9667003027245201,0.9657974749515501,0.966665898776751,pretrained_embeddings_spacy,0
2,precision,0.986754966887417,1.0,0.958158995815899,0.97452229299363,0.9816379875677721,0.974731561364607,pretrained_embeddings_spacy,0
2,recall,0.9933333333333331,0.9204545454545451,0.9423868312757201,0.954261954261954,0.952058236687866,0.954261954261954,pretrained_embeddings_spacy,0
2,f1-score,0.9900332225913621,0.9585798816568041,0.9502074688796681,0.9642857142857141,0.966273524375944,0.9641588937884871,pretrained_embeddings_spacy,0
3,precision,0.9857142857142851,0.9139784946236551,0.948818897637795,0.952772073921971,0.949503892658579,0.9530212124606441,pretrained_embeddings_spacy,0
3,recall,0.9857142857142851,0.9444444444444441,0.952569169960474,0.9606625258799171,0.9609093000397341,0.9606625258799171,pretrained_embeddings_spacy,0
3,f1-score,0.9857142857142851,0.928961748633879,0.95069033530572,0.9567010309278351,0.9551221232179611,0.9567934000194541,pretrained_embeddings_spacy,0
1,precision,0.9934210526315791,0.9506172839506171,0.965116279069767,0.9714867617107941,0.9697182052173211,0.9714540536687751,pretrained_embeddings_spacy,10
1,recall,0.9869281045751631,0.9506172839506171,0.9431818181818181,0.9578313253012041,0.9602424022358661,0.9578313253012041,pretrained_embeddings_spacy,10
1,f1-score,0.9901639344262291,0.9506172839506171,0.9540229885057471,0.964610717896865,0.9649347356275311,0.9645725922343981,pretrained_embeddings_spacy,10
2,precision,0.986754966887417,1.0,0.9620253164556961,0.9765458422174841,0.982926761114371,0.9766848169061261,pretrained_embeddings_spacy,10
2,recall,0.9933333333333331,0.9204545454545451,0.9382716049382711,0.9521829521829521,0.9506864945753831,0.9521829521829521,pretrained_embeddings_spacy,10
2,f1-score,0.9900332225913621,0.9585798816568041,0.9500000000000001,0.9642105263157891,0.966204368082722,0.9640540810280731,pretrained_embeddings_spacy,10
3,precision,0.9857142857142851,0.9130434782608691,0.945736434108527,0.951020408163265,0.94816473269456,0.9512323620557671,pretrained_embeddings_spacy,10
3,recall,0.9857142857142851,0.9333333333333331,0.964426877470355,0.9648033126293991,0.9611581655059911,0.9648033126293991,pretrained_embeddings_spacy,10
3,f1-score,0.9857142857142851,0.923076923076923,0.954990215264187,0.9578622816032881,0.954593808018465,0.9579491667469201,pretrained_embeddings_spacy,10
1,precision,0.9933774834437081,0.9506172839506171,0.9647058823529411,0.9712525667351131,0.9695668832490891,0.9712231082491241,pretrained_embeddings_spacy,30
1,recall,0.9803921568627451,0.9506172839506171,0.9318181818181811,0.9497991967871481,0.9542758742105141,0.9497991967871481,pretrained_embeddings_spacy,30
1,f1-score,0.9868421052631571,0.9506172839506171,0.9479768786127161,0.9604060913705581,0.9618120892754971,0.96034686357233,pretrained_embeddings_spacy,30
2,precision,0.9933333333333331,1.0,0.954166666666666,0.97452229299363,0.982499999999999,0.9747661122661121,pretrained_embeddings_spacy,30
2,recall,0.9933333333333331,0.9204545454545451,0.9423868312757201,0.954261954261954,0.952058236687866,0.954261954261954,pretrained_embeddings_spacy,30
2,f1-score,0.9933333333333331,0.9585798816568041,0.9482401656314701,0.9642857142857141,0.9667177935405361,0.9641941576595551,pretrained_embeddings_spacy,30
3,precision,0.9855072463768111,0.9130434782608691,0.9455252918287931,0.9507186858316221,0.9480253388221581,0.9510617523165971,pretrained_embeddings_spacy,30
3,recall,0.9714285714285711,0.9333333333333331,0.960474308300395,0.958592132505175,0.9550787376874331,0.958592132505175,pretrained_embeddings_spacy,30
3,f1-score,0.97841726618705,0.923076923076923,0.9529411764705881,0.9546391752577321,0.9514784552448541,0.9547607825883411,pretrained_embeddings_spacy,30
1,precision,0.9933333333333331,0.939024390243902,0.94921875,0.9610655737704911,0.960525491192411,0.9611139068468991,pretrained_embeddings_spacy,50
1,recall,0.9738562091503261,0.9506172839506171,0.9204545454545451,0.9417670682730921,0.948309346185163,0.9417670682730921,pretrained_embeddings_spacy,50
1,f1-score,0.9834983498349831,0.9447852760736191,0.9346153846153841,0.95131845841785,0.9542996701746621,0.9512877839862991,pretrained_embeddings_spacy,50
2,precision,0.9932432432432431,0.9647058823529411,0.951754385964912,0.9674620390455531,0.9699011705203651,0.9670622035821601,pretrained_embeddings_spacy,50
2,recall,0.98,0.9318181818181811,0.893004115226337,0.9272349272349271,0.9349407656815061,0.9272349272349271,pretrained_embeddings_spacy,50
2,f1-score,0.986577181208053,0.9479768786127161,0.9214437367303611,0.94692144373673,0.9519992655170431,0.946609917930571,pretrained_embeddings_spacy,50
3,precision,0.992592592592592,0.902173913043478,0.954918032786885,0.9554140127388531,0.9498948461409851,0.956010098202811,pretrained_embeddings_spacy,50
3,recall,0.9571428571428571,0.922222222222222,0.9209486166007901,0.93167701863354,0.933437898655289,0.93167701863354,pretrained_embeddings_spacy,50
3,f1-score,0.974545454545454,0.9120879120879121,0.9376257545271631,0.943396226415094,0.9414197070535091,0.943568512670078,pretrained_embeddings_spacy,50
1,precision,0.992907801418439,0.9500000000000001,0.9147982062780261,0.945945945945945,0.9525686692321551,0.944521325450643,pretrained_embeddings_spacy,70
1,recall,0.9150326797385621,0.9382716049382711,0.772727272727272,0.8433734939759031,0.875343852468035,0.8433734939759031,pretrained_embeddings_spacy,70
1,f1-score,0.9523809523809521,0.944099378881987,0.8377823408624231,0.8917197452229301,0.9114208907084541,0.8902828782959961,pretrained_embeddings_spacy,70
2,precision,0.9724137931034481,1.0,0.9601990049751241,0.9712918660287081,0.9775375993595241,0.971289869385597,pretrained_embeddings_spacy,70
2,recall,0.9400000000000001,0.818181818181818,0.7942386831275721,0.844074844074844,0.850806833769796,0.844074844074844,pretrained_embeddings_spacy,70
2,f1-score,0.9559322033898301,0.9,0.869369369369369,0.9032258064516121,0.9084338575864,0.9019679568923721,pretrained_embeddings_spacy,70
3,precision,0.983870967741935,0.798076923076923,0.9185520361990951,0.9086859688195991,0.9001666423393171,0.91503628099206,pretrained_embeddings_spacy,70
3,recall,0.8714285714285711,0.922222222222222,0.8023715415019761,0.84472049689441,0.865340778384256,0.84472049689441,pretrained_embeddings_spacy,70
3,f1-score,0.9242424242424241,0.855670103092783,0.8565400843881851,0.8755364806866951,0.8788175372411311,0.876001842696689,pretrained_embeddings_spacy,70
1,precision,0.9869281045751631,0.9500000000000001,0.9653846153846151,0.969574036511156,0.9674375733199261,0.9695010812480691,supervised_embeddings,0
1,recall,0.9869281045751631,0.9382716049382711,0.950757575757575,0.959839357429718,0.95865242842367,0.959839357429718,supervised_embeddings,0
1,f1-score,0.9869281045751631,0.944099378881987,0.9580152671755721,0.9646821392532791,0.963014250210907,0.964634699244562,supervised_embeddings,0
2,precision,0.986754966887417,1.0,0.9621848739495791,0.9765957446808511,0.982979946945665,0.9767654249539711,supervised_embeddings,0
2,recall,0.9933333333333331,0.9204545454545451,0.9423868312757201,0.954261954261954,0.952058236687866,0.954261954261954,supervised_embeddings,0
2,f1-score,0.9900332225913621,0.9585798816568041,0.9521829521829521,0.9652996845425861,0.966932018810373,0.9651569030248651,supervised_embeddings,0
3,precision,0.9857142857142851,0.9139784946236551,0.9490196078431371,0.9528688524590161,0.9495707960603591,0.9531263463777281,supervised_embeddings,0
3,recall,0.9857142857142851,0.9444444444444441,0.956521739130434,0.9627329192546581,0.9622268230963881,0.9627329192546581,supervised_embeddings,0
3,f1-score,0.9857142857142851,0.928961748633879,0.9527559055118111,0.9577754891864051,0.955810646619992,0.9578753653655011,supervised_embeddings,0
1,precision,0.9934210526315791,0.9506172839506171,0.9652509652509651,0.971544715447154,0.9697631006110531,0.9715254535720611,supervised_embeddings,10
1,recall,0.9869281045751631,0.9506172839506171,0.9469696969696971,0.959839357429718,0.9615050284984921,0.959839357429718,supervised_embeddings,10
1,f1-score,0.9901639344262291,0.9506172839506171,0.956022944550669,0.9656565656565651,0.965601387642505,0.965632809896766,supervised_embeddings,10
2,precision,0.986754966887417,1.0,0.962343096234309,0.976645435244161,0.9830326877072421,0.9768453584574841,supervised_embeddings,10
2,recall,0.9933333333333331,0.9204545454545451,0.9465020576131681,0.9563409563409561,0.9534299788003491,0.9563409563409561,supervised_embeddings,10
2,f1-score,0.9900332225913621,0.9585798816568041,0.9543568464730291,0.9663865546218481,0.967656650240398,0.9662551489967751,supervised_embeddings,10
3,precision,0.9857142857142851,0.9130434782608691,0.9494163424124511,0.952965235173824,0.949391368795868,0.9531599330721081,supervised_embeddings,10
3,recall,0.9857142857142851,0.9333333333333331,0.964426877470355,0.9648033126293991,0.9611581655059911,0.9648033126293991,supervised_embeddings,10
3,f1-score,0.9857142857142851,0.923076923076923,0.956862745098039,0.958847736625514,0.955217984629749,0.958930015707509,supervised_embeddings,10
1,precision,0.9933774834437081,0.9506172839506171,0.9647058823529411,0.9712525667351131,0.9695668832490891,0.9712231082491241,supervised_embeddings,30
1,recall,0.9803921568627451,0.9506172839506171,0.9318181818181811,0.9497991967871481,0.9542758742105141,0.9497991967871481,supervised_embeddings,30
1,f1-score,0.9868421052631571,0.9506172839506171,0.9479768786127161,0.9604060913705581,0.9618120892754971,0.96034686357233,supervised_embeddings,30
2,precision,0.9933333333333331,1.0,0.9578059071729951,0.976495726495726,0.9837130801687761,0.9766046474907231,supervised_embeddings,30
2,recall,0.9933333333333331,0.9204545454545451,0.9341563786008231,0.9501039501039501,0.9493147524629001,0.9501039501039501,supervised_embeddings,30
2,f1-score,0.9933333333333331,0.9585798816568041,0.9458333333333331,0.963119072708113,0.9659155161078231,0.9629782319871071,supervised_embeddings,30
3,precision,0.9855072463768111,0.9130434782608691,0.9566929133858261,0.9566115702479331,0.9517478793411691,0.9569114588464721,supervised_embeddings,30
3,recall,0.9714285714285711,0.9333333333333331,0.960474308300395,0.958592132505175,0.9550787376874331,0.958592132505175,supervised_embeddings,30
3,f1-score,0.97841726618705,0.923076923076923,0.9585798816568041,0.9576008273009301,0.9533580236402591,0.9577143900668351,supervised_embeddings,30
1,precision,0.9933333333333331,0.939024390243902,0.952569169960474,0.9628865979381441,0.961642297845903,0.9628900330910061,supervised_embeddings,50
1,recall,0.9738562091503261,0.9506172839506171,0.9128787878787871,0.937751004016064,0.9457840936599101,0.937751004016064,supervised_embeddings,50
1,f1-score,0.9834983498349831,0.9447852760736191,0.932301740812379,0.9501525940996941,0.9535284555736601,0.9500612740184411,supervised_embeddings,50
2,precision,0.9932432432432431,0.965116279069767,0.947598253275109,0.965442764578833,0.968652591862706,0.9650376186912211,supervised_embeddings,50
