,,find,none,affirmative,greetings,move,clarify,bye,deny,show,pick up,macro avg,weighted avg,pipeline,split
2,recall,0.321428571428571,0.25,0.6666666666666661,0.0,0.6875,0.551724137931034,0.27272727272727204,0.55,0.5806451612903221,0.65,0.45306918100438603,0.518987341772151,mitie,70
2,f1-score,0.34615384615384603,0.28571428571428503,0.622222222222222,0.0,0.637681159420289,0.524590163934426,0.399999999999999,0.5641025641025641,0.642857142857142,0.519999999999999,0.45433213844047704,0.5036284282555831,mitie,70
3,precision,0.38709677419354804,1.0,0.75,0.0,0.477272727272727,0.34615384615384603,0.833333333333333,0.55,0.6052631578947361,0.413043478260869,0.536216331710906,0.520470304558845,mitie,70
3,recall,0.42857142857142805,0.375,0.7142857142857141,0.0,0.65625,0.310344827586206,0.45454545454545403,0.55,0.7419354838709671,0.47500000000000003,0.470593290885977,0.510548523206751,mitie,70
3,f1-score,0.406779661016949,0.5454545454545451,0.73170731707317,0.0,0.552631578947368,0.32727272727272705,0.5882352941176471,0.55,0.6666666666666661,0.441860465116279,0.481060825566535,0.499872362945657,mitie,70
1,precision,1.0,0.866666666666666,0.9130434782608691,1.0,0.8108108108108101,1.0,1.0,1.0,0.911764705882352,0.871794871794871,0.9374080533415571,0.9245697316887701,recommended,0
1,recall,0.9642857142857141,0.8125,1.0,0.8888888888888881,0.9375,0.827586206896551,0.9090909090909091,1.0,1.0,0.85,0.9189851719162061,0.9198312236286921,recommended,0
1,f1-score,0.981818181818181,0.8387096774193541,0.954545454545454,0.9411764705882351,0.8695652173913041,0.90566037735849,0.9523809523809521,1.0,0.9538461538461531,0.8607594936708861,0.925846197901901,0.9197989265930041,recommended,0
2,precision,0.96551724137931,0.8125,0.954545454545454,1.0,0.9032258064516121,0.875,1.0,1.0,0.9354838709677411,0.8780487804878041,0.932432115383192,0.9218570224896161,recommended,0
2,recall,1.0,0.8125,1.0,0.8888888888888881,0.875,0.96551724137931,0.636363636363636,1.0,0.9354838709677411,0.9,0.9013753637599571,0.9198312236286921,recommended,0
2,f1-score,0.982456140350877,0.8125,0.976744186046511,0.9411764705882351,0.8888888888888881,0.918032786885245,0.777777777777777,1.0,0.9354838709677411,0.8888888888888891,0.912194901039416,0.9184366854317431,recommended,0
3,precision,1.0,0.928571428571428,1.0,0.9,0.8823529411764701,1.0,1.0,1.0,0.911764705882352,0.84090909090909,0.9463598166539341,0.9371034029261871,recommended,0
3,recall,0.928571428571428,0.8125,1.0,1.0,0.9375,0.827586206896551,0.9090909090909091,1.0,1.0,0.925,0.9340248544558881,0.9324894514767931,recommended,0
3,f1-score,0.962962962962963,0.866666666666666,1.0,0.9473684210526311,0.9090909090909091,0.90566037735849,0.9523809523809521,1.0,0.9538461538461531,0.88095238095238,0.9378928824311141,0.9324663372866041,recommended,0
1,precision,0.9310344827586201,0.875,0.954545454545454,1.0,0.769230769230769,1.0,1.0,1.0,0.9677419354838711,0.8918918918918911,0.93894445339106,0.9257615204799841,recommended,10
1,recall,0.9642857142857141,0.875,1.0,0.8888888888888881,0.9375,0.8620689655172411,0.9090909090909091,1.0,0.9677419354838711,0.8250000000000001,0.922957641326662,0.9198312236286921,recommended,10
1,f1-score,0.9473684210526311,0.875,0.976744186046511,0.9411764705882351,0.845070422535211,0.925925925925925,0.9523809523809521,1.0,0.9677419354838711,0.8571428571428571,0.9288551171156191,0.9205254939520161,recommended,10
2,precision,1.0,0.8235294117647051,0.954545454545454,1.0,1.0,0.9642857142857141,1.0,1.0,0.9333333333333331,0.833333333333333,0.950902724726254,0.942839145631401,recommended,10
2,recall,1.0,0.875,1.0,0.8888888888888881,0.8437500000000001,0.9310344827586201,0.818181818181818,1.0,0.9032258064516121,1.0,0.926008099628094,0.9367088607594931,recommended,10
2,f1-score,1.0,0.8484848484848481,0.976744186046511,0.9411764705882351,0.915254237288135,0.9473684210526311,0.9,1.0,0.918032786885245,0.9090909090909091,0.9356151859436511,0.9368879589825061,recommended,10
3,precision,1.0,0.8571428571428571,0.954545454545454,0.8888888888888881,0.8823529411764701,1.0,0.9090909090909091,1.0,0.9393939393939391,0.8636363636363631,0.929505135387488,0.9310620297217461,recommended,10
3,recall,0.9642857142857141,0.75,1.0,0.8888888888888881,0.9375,0.7931034482758621,0.9090909090909091,1.0,1.0,0.9500000000000001,0.919286896054137,0.928270042194092,recommended,10
3,f1-score,0.981818181818181,0.799999999999999,0.976744186046511,0.8888888888888881,0.9090909090909091,0.884615384615384,0.9090909090909091,1.0,0.9687500000000001,0.9047619047619041,0.9223760364312681,0.927295436426655,recommended,10
1,precision,0.9642857142857141,0.875,0.954545454545454,1.0,0.833333333333333,1.0,1.0,1.0,0.9687500000000001,0.875,0.94709145021645,0.9356260388697091,recommended,30
1,recall,0.9642857142857141,0.875,1.0,0.8888888888888881,0.9375,0.8620689655172411,0.9090909090909091,1.0,1.0,0.875,0.9311834477782751,0.9324894514767931,recommended,30
1,f1-score,0.9642857142857141,0.875,0.976744186046511,0.9411764705882351,0.8823529411764701,0.925925925925925,0.9523809523809521,1.0,0.9841269841269841,0.875,0.9376993174530791,0.932715143864543,recommended,30
2,precision,1.0,0.8125,0.9523809523809521,0.8888888888888881,0.9666666666666661,0.9333333333333331,1.0,1.0,0.9333333333333331,0.8297872340425531,0.931689040864572,0.928796720232217,recommended,30
2,recall,0.928571428571428,0.8125,0.9523809523809521,0.8888888888888881,0.9062500000000001,0.96551724137931,0.7272727272727271,1.0,0.9032258064516121,0.975,0.9059607044944921,0.9240506329113921,recommended,30
2,f1-score,0.962962962962963,0.8125,0.9523809523809521,0.8888888888888881,0.9354838709677411,0.949152542372881,0.842105263157894,1.0,0.918032786885245,0.896551724137931,0.91580589917545,0.9240848684238011,recommended,30
3,precision,0.9642857142857141,0.846153846153846,1.0,0.8,0.833333333333333,1.0,1.0,1.0,0.911764705882352,0.875,0.9230537599655241,0.9226575277952791,recommended,30
3,recall,0.9642857142857141,0.6875,1.0,0.8888888888888881,0.9375,0.8620689655172411,0.9090909090909091,1.0,1.0,0.875,0.9124334477782751,0.9198312236286921,recommended,30
3,f1-score,0.9642857142857141,0.758620689655172,1.0,0.842105263157894,0.8823529411764701,0.925925925925925,0.9523809523809521,1.0,0.9538461538461531,0.875,0.915451764042828,0.9191959730709871,recommended,30
1,precision,0.8387096774193541,0.833333333333333,0.8095238095238091,1.0,0.6666666666666661,1.0,1.0,1.0,0.9393939393939391,0.805555555555555,0.8893182981892651,0.8670631729022911,recommended,50
1,recall,0.928571428571428,0.625,0.8095238095238091,0.6666666666666661,1.0,0.689655172413793,1.0,0.9500000000000001,1.0,0.725,0.8394417077175691,0.8481012658227841,recommended,50
1,f1-score,0.881355932203389,0.7142857142857141,0.8095238095238091,0.8,0.8,0.816326530612244,1.0,0.9743589743589741,0.9687500000000001,0.763157894736842,0.852775885572097,0.8465179417496811,recommended,50
2,precision,0.958333333333333,0.875,0.8,1.0,0.805555555555555,0.846153846153846,1.0,0.9500000000000001,0.8387096774193541,0.725490196078431,0.8799242608540521,0.8521906349903371,recommended,50
2,recall,0.8214285714285711,0.4375,0.9523809523809521,0.8888888888888881,0.9062500000000001,0.758620689655172,0.7272727272727271,0.9500000000000001,0.8387096774193541,0.925,0.8206051507045661,0.839662447257383,recommended,50
2,f1-score,0.884615384615384,0.583333333333333,0.8695652173913041,0.9411764705882351,0.8529411764705881,0.8,0.842105263157894,0.9500000000000001,0.8387096774193541,0.8131868131868131,0.8375633336162901,0.8359441770984971,recommended,50
3,precision,0.7187500000000001,1.0,0.9047619047619041,0.75,0.6888888888888881,1.0,0.9166666666666661,0.9047619047619041,0.9642857142857141,0.6976744186046511,0.854578949796973,0.839231433586747,recommended,50
3,recall,0.8214285714285711,0.4375,0.9047619047619041,1.0,0.9687500000000001,0.551724137931034,1.0,0.9500000000000001,0.8709677419354831,0.75,0.8255132356056991,0.8101265822784811,recommended,50
3,f1-score,0.766666666666666,0.6086956521739131,0.9047619047619041,0.8571428571428571,0.805194805194805,0.711111111111111,0.956521739130434,0.9268292682926821,0.915254237288135,0.72289156626506,0.8175069808027571,0.8044531953882441,recommended,50
1,precision,0.6818181818181811,0.777777777777777,0.5862068965517241,1.0,0.6341463414634141,0.7894736842105261,0.7272727272727271,0.9090909090909091,0.8,0.533333333333333,0.7439119851518591,0.710330251675214,recommended,70
1,recall,0.535714285714285,0.4375,0.8095238095238091,0.555555555555555,0.8125,0.5172413793103441,0.7272727272727271,0.5,0.7741935483870961,0.8,0.6469501305763821,0.670886075949367,recommended,70
1,f1-score,0.6000000000000001,0.56,0.68,0.7142857142857141,0.7123287671232871,0.625,0.7272727272727271,0.6451612903225801,0.7868852459016391,0.64,0.669093374490594,0.667868187366747,recommended,70
2,precision,0.695652173913043,0.6666666666666661,0.9090909090909091,0.8,0.45833333333333304,0.689655172413793,1.0,0.875,0.6666666666666661,0.557692307692307,0.731875722977672,0.68597832180661,recommended,70
2,recall,0.5714285714285711,0.125,0.9523809523809521,0.8888888888888881,0.6875,0.689655172413793,0.36363636363636304,0.7000000000000001,0.6451612903225801,0.725,0.634865123907115,0.6540084388185651,recommended,70
2,f1-score,0.6274509803921561,0.210526315789473,0.9302325581395341,0.842105263157894,0.549999999999999,0.689655172413793,0.533333333333333,0.777777777777777,0.6557377049180321,0.630434782608695,0.6447253888530691,0.6439593332151571,recommended,70
3,precision,0.5675675675675671,0.6666666666666661,0.68,0.8571428571428571,0.5370370370370371,0.9,0.833333333333333,1.0,0.866666666666666,0.5897435897435891,0.7498157718157711,0.723464583886524,recommended,70
3,recall,0.75,0.25,0.8095238095238091,0.6666666666666661,0.9062500000000001,0.310344827586206,0.9090909090909091,0.85,0.8387096774193541,0.5750000000000001,0.686558589028694,0.683544303797468,recommended,70
