,,find,none,affirmative,greetings,move,clarify,bye,deny,show,pick up,macro avg,weighted avg,pipeline,split
3,f1-score,0.6461538461538461,0.36363636363636304,0.7391304347826081,0.75,0.6744186046511621,0.461538461538461,0.8695652173913041,0.9189189189189181,0.852459016393442,0.582278481012658,0.6858099344478761,0.6700810290833861,recommended,70
1,precision,1.0,0.7368421052631571,0.9444444444444441,0.8571428571428571,0.764705882352941,0.76,0.833333333333333,0.9500000000000001,0.8857142857142851,0.794871794871794,0.852705470312281,0.8492251573240711,pretrained_embeddings_spacy,0
1,recall,1.0,0.875,0.8095238095238091,0.6666666666666661,0.8125,0.6551724137931031,0.9090909090909091,0.9500000000000001,1.0,0.775,0.8452953799074491,0.8481012658227841,pretrained_embeddings_spacy,0
1,f1-score,1.0,0.799999999999999,0.871794871794871,0.75,0.7878787878787881,0.703703703703703,0.8695652173913041,0.9500000000000001,0.9393939393939391,0.7848101265822781,0.8457146646744881,0.8462280822912591,pretrained_embeddings_spacy,0
2,precision,1.0,0.6190476190476191,0.75,1.0,0.8709677419354831,0.75,0.7272727272727271,0.8888888888888881,0.866666666666666,0.8095238095238091,0.8282367453335191,0.8324942045236041,pretrained_embeddings_spacy,0
2,recall,0.892857142857142,0.8125,0.7142857142857141,0.777777777777777,0.8437500000000001,0.827586206896551,0.7272727272727271,0.8,0.8387096774193541,0.85,0.808473924650926,0.8227848101265821,pretrained_embeddings_spacy,0
2,f1-score,0.943396226415094,0.7027027027027021,0.73170731707317,0.8750000000000001,0.8571428571428571,0.7868852459016391,0.7272727272727271,0.842105263157894,0.852459016393442,0.829268292682926,0.814793964874245,0.825259499070857,pretrained_embeddings_spacy,0
3,precision,1.0,0.764705882352941,0.826086956521739,0.8888888888888881,0.763157894736842,0.7142857142857141,0.9090909090909091,0.9473684210526311,0.8529411764705881,0.8571428571428571,0.8523668700543111,0.845538893366343,pretrained_embeddings_spacy,0
3,recall,0.8214285714285711,0.8125,0.9047619047619041,0.8888888888888881,0.9062500000000001,0.689655172413793,0.9090909090909091,0.9,0.9354838709677411,0.75,0.85180593175518,0.839662447257383,pretrained_embeddings_spacy,0
3,f1-score,0.9019607843137251,0.7878787878787881,0.8636363636363631,0.8888888888888881,0.8285714285714281,0.701754385964912,0.9090909090909091,0.923076923076923,0.892307692307692,0.799999999999999,0.849716616372963,0.839601544445373,pretrained_embeddings_spacy,0
1,precision,1.0,0.7000000000000001,0.9444444444444441,0.8571428571428571,0.7837837837837831,0.7307692307692301,0.833333333333333,0.9473684210526311,0.8823529411764701,0.833333333333333,0.8512528345036081,0.851566740162578,pretrained_embeddings_spacy,10
1,recall,1.0,0.875,0.8095238095238091,0.6666666666666661,0.9062500000000001,0.6551724137931031,0.9090909090909091,0.9,0.9677419354838711,0.75,0.8439445734558361,0.8481012658227841,pretrained_embeddings_spacy,10
1,f1-score,1.0,0.777777777777777,0.871794871794871,0.75,0.840579710144927,0.69090909090909,0.8695652173913041,0.923076923076923,0.923076923076923,0.7894736842105261,0.843625419838234,0.84665881413412,pretrained_embeddings_spacy,10
2,precision,1.0,0.65,0.7272727272727271,0.875,0.8709677419354831,0.8125,0.8,0.8888888888888881,0.892857142857142,0.7954545454545451,0.831294104640878,0.8398975782244461,pretrained_embeddings_spacy,10
2,recall,0.8571428571428571,0.8125,0.7619047619047611,0.777777777777777,0.8437500000000001,0.896551724137931,0.7272727272727271,0.8,0.8064516129032251,0.875,0.815835146113928,0.8312236286919831,pretrained_embeddings_spacy,10
2,f1-score,0.923076923076923,0.7222222222222221,0.744186046511627,0.8235294117647061,0.8571428571428571,0.852459016393442,0.7619047619047621,0.842105263157894,0.847457627118643,0.833333333333333,0.8207417462626411,0.8329908920102901,pretrained_embeddings_spacy,10
3,precision,0.9166666666666661,0.764705882352941,0.826086956521739,0.8888888888888881,0.7368421052631571,0.6923076923076921,0.9090909090909091,0.9473684210526311,0.8,0.8285714285714281,0.8310528950716051,0.8177041471752071,pretrained_embeddings_spacy,10
3,recall,0.785714285714285,0.8125,0.9047619047619041,0.8888888888888881,0.875,0.620689655172413,0.9090909090909091,0.9,0.9032258064516121,0.725,0.832487145008001,0.814345991561181,pretrained_embeddings_spacy,10
3,f1-score,0.846153846153846,0.7878787878787881,0.8636363636363631,0.8888888888888881,0.799999999999999,0.6545454545454541,0.9090909090909091,0.923076923076923,0.8484848484848481,0.7733333333333331,0.8295089355089351,0.8131411485841861,pretrained_embeddings_spacy,10
1,precision,0.9642857142857141,0.65,0.85,0.8571428571428571,0.756756756756756,0.6666666666666661,0.9,1.0,0.8108108108108101,0.7837837837837831,0.8239446589446591,0.8139254082292051,pretrained_embeddings_spacy,30
1,recall,0.9642857142857141,0.8125,0.8095238095238091,0.6666666666666661,0.875,0.551724137931034,0.818181818181818,0.85,0.9677419354838711,0.725,0.804062408207291,0.8101265822784811,pretrained_embeddings_spacy,30
1,f1-score,0.9642857142857141,0.7222222222222221,0.829268292682926,0.75,0.8115942028985501,0.60377358490566,0.8571428571428571,0.9189189189189181,0.8823529411764701,0.753246753246753,0.809280548748007,0.8079763682287141,pretrained_embeddings_spacy,30
2,precision,0.84,0.521739130434782,0.6818181818181811,0.75,0.75,0.6296296296296291,0.8,0.875,0.7241379310344821,0.7333333333333331,0.73056582062504,0.7311260605898731,pretrained_embeddings_spacy,30
2,recall,0.75,0.75,0.7142857142857141,0.6666666666666661,0.75,0.5862068965517241,0.7272727272727271,0.7000000000000001,0.6774193548387091,0.8250000000000001,0.714685135961554,0.7215189873417721,pretrained_embeddings_spacy,30
2,f1-score,0.7924528301886791,0.6153846153846151,0.6976744186046511,0.7058823529411761,0.75,0.6071428571428571,0.7619047619047621,0.777777777777777,0.7000000000000001,0.776470588235294,0.7184690202179811,0.7229595416948,pretrained_embeddings_spacy,30
3,precision,0.9166666666666661,0.647058823529411,0.678571428571428,0.8888888888888881,0.6923076923076921,0.75,1.0,0.894736842105263,0.8387096774193541,0.769230769230769,0.8076170788719471,0.7925629603726551,pretrained_embeddings_spacy,30
3,recall,0.785714285714285,0.6875,0.9047619047619041,0.8888888888888881,0.8437500000000001,0.620689655172413,0.636363636363636,0.85,0.8387096774193541,0.75,0.780637804832048,0.7805907172995781,pretrained_embeddings_spacy,30
3,f1-score,0.846153846153846,0.6666666666666661,0.7755102040816321,0.8888888888888881,0.76056338028169,0.6792452830188681,0.777777777777777,0.871794871794871,0.8387096774193541,0.7594936708860761,0.786480426696967,0.7808102525238221,pretrained_embeddings_spacy,30
1,precision,0.7812500000000001,0.7142857142857141,0.652173913043478,0.833333333333333,0.6451612903225801,0.6129032258064511,0.818181818181818,0.9333333333333331,0.75,0.7352941176470581,0.747591674595376,0.7310000414081991,pretrained_embeddings_spacy,50
1,recall,0.892857142857142,0.625,0.7142857142857141,0.555555555555555,0.625,0.6551724137931031,0.818181818181818,0.7000000000000001,0.9677419354838711,0.625,0.7178794580157201,0.725738396624472,pretrained_embeddings_spacy,50
1,f1-score,0.833333333333333,0.6666666666666661,0.6818181818181811,0.6666666666666661,0.634920634920635,0.6333333333333331,0.818181818181818,0.8,0.845070422535211,0.6756756756756751,0.725566673313152,0.7224747634089761,pretrained_embeddings_spacy,50
2,precision,0.8571428571428571,0.416666666666666,0.684210526315789,0.875,0.757575757575757,0.6666666666666661,0.8888888888888881,0.8823529411764701,0.75,0.6274509803921561,0.7405955284825251,0.726830046886283,pretrained_embeddings_spacy,50
2,recall,0.642857142857142,0.625,0.6190476190476191,0.777777777777777,0.7812500000000001,0.620689655172413,0.7272727272727271,0.75,0.6774193548387091,0.8,0.702131427696639,0.7046413502109701,pretrained_embeddings_spacy,50
2,f1-score,0.73469387755102,0.5,0.65,0.8235294117647061,0.769230769230769,0.642857142857142,0.799999999999999,0.8108108108108101,0.711864406779661,0.703296703296703,0.7146283122290811,0.7093135695941201,pretrained_embeddings_spacy,50
3,precision,0.7307692307692301,0.5,0.7391304347826081,0.8571428571428571,0.729729729729729,0.52,0.7142857142857141,0.8095238095238091,0.7812500000000001,0.729729729729729,0.711156150596367,0.7071074805671661,pretrained_embeddings_spacy,50
3,recall,0.678571428571428,0.6875,0.8095238095238091,0.6666666666666661,0.8437500000000001,0.448275862068965,0.45454545454545403,0.85,0.8064516129032251,0.675,0.6920284834279551,0.7046413502109701,pretrained_embeddings_spacy,50
3,f1-score,0.703703703703703,0.5789473684210521,0.772727272727272,0.75,0.7826086956521731,0.481481481481481,0.555555555555555,0.829268292682926,0.793650793650793,0.7012987012987011,0.6949241865173661,0.7016969416431981,pretrained_embeddings_spacy,50
1,precision,1.0,0.6153846153846151,0.5238095238095231,0.5,0.522727272727272,0.5,0.625,0.647058823529411,0.5,0.342857142857142,0.5776837378307961,0.563729488431647,pretrained_embeddings_spacy,70
1,recall,0.42857142857142805,0.5,0.5238095238095231,0.44444444444444403,0.7187500000000001,0.206896551724137,0.45454545454545403,0.55,0.5161290322580641,0.6000000000000001,0.494314643535305,0.50632911392405,pretrained_embeddings_spacy,70
1,f1-score,0.6000000000000001,0.551724137931034,0.5238095238095231,0.47058823529411703,0.6052631578947361,0.292682926829268,0.5263157894736841,0.5945945945945941,0.507936507936507,0.436363636363636,0.51092785101271,0.504645776505922,pretrained_embeddings_spacy,70
2,precision,0.538461538461538,0.4375,0.42857142857142805,0.0,0.5454545454545451,0.478260869565217,0.14285714285714202,0.8571428571428571,0.7826086956521741,0.385714285714285,0.459657136341918,0.509724727666389,pretrained_embeddings_spacy,70
2,recall,0.25,0.4375,0.5714285714285711,0.0,0.5625,0.379310344827586,0.09090909090909001,0.9,0.5806451612903221,0.675,0.44472931684555705,0.5021097046413501,pretrained_embeddings_spacy,70
2,f1-score,0.34146341463414603,0.4375,0.48979591836734604,0.0,0.553846153846153,0.423076923076923,0.11111111111111101,0.8780487804878041,0.6666666666666661,0.49090909090909,0.439241805909924,0.48913597351386706,pretrained_embeddings_spacy,70
3,precision,0.6000000000000001,1.0,0.39130434782608703,1.0,0.6341463414634141,0.75,1.0,0.833333333333333,0.9090909090909091,0.55,0.7667874931713741,0.716913751390978,pretrained_embeddings_spacy,70
3,recall,0.642857142857142,0.1875,0.8571428571428571,0.44444444444444403,0.8125,0.206896551724137,0.45454545454545403,0.75,0.6451612903225801,0.8250000000000001,0.5826047741036611,0.624472573839662,pretrained_embeddings_spacy,70
3,f1-score,0.620689655172413,0.31578947368421,0.53731343283582,0.6153846153846151,0.7123287671232871,0.324324324324324,0.625,0.7894736842105261,0.7547169811320751,0.66,0.595502093386727,0.607234648120017,pretrained_embeddings_spacy,70
1,precision,0.962962962962962,0.625,0.8235294117647051,1.0,0.8823529411764701,0.7878787878787871,0.9090909090909091,0.8636363636363631,1.0,0.829268292682926,0.8683719669193121,0.8682882639502021,supervised_embeddings,0
1,recall,0.928571428571428,0.625,0.6666666666666661,0.555555555555555,0.9375,0.896551724137931,0.9090909090909091,0.9500000000000001,1.0,0.85,0.8318936284022491,0.864978902953586,supervised_embeddings,0
1,f1-score,0.9454545454545451,0.625,0.7368421052631571,0.7142857142857141,0.9090909090909091,0.8387096774193541,0.9090909090909091,0.9047619047619041,1.0,0.839506172839506,0.8422741938206001,0.8627171209144031,supervised_embeddings,0
2,precision,0.9310344827586201,0.5238095238095231,0.9333333333333331,1.0,0.96551724137931,0.6410256410256411,0.8571428571428571,1.0,0.9333333333333331,0.8780487804878041,0.866324519327042,0.8692829923776041,supervised_embeddings,0
2,recall,0.9642857142857141,0.6875,0.6666666666666661,0.777777777777777,0.875,0.8620689655172411,0.5454545454545451,0.9500000000000001,0.9032258064516121,0.9,0.813197947615355,0.8481012658227841,supervised_embeddings,0
2,f1-score,0.9473684210526311,0.5945945945945941,0.777777777777777,0.8750000000000001,0.918032786885245,0.7352941176470581,0.6666666666666661,0.9743589743589741,0.918032786885245,0.8888888888888891,0.8296015014757081,0.851408548514447,supervised_embeddings,0
3,precision,0.9032258064516121,0.8888888888888881,0.85,0.7272727272727271,0.9090909090909091,0.6923076923076921,0.875,0.9500000000000001,0.9032258064516121,0.8857142857142851,0.8584726116177721,0.86552490693977,supervised_embeddings,0
3,recall,1.0,0.5,0.8095238095238091,0.8888888888888881,0.9375,0.9310344827586201,0.636363636363636,0.9500000000000001,0.9032258064516121,0.775,0.8331536623986561,0.8565400843881851,supervised_embeddings,0
3,f1-score,0.949152542372881,0.64,0.829268292682926,0.799999999999999,0.923076923076923,0.794117647058823,0.7368421052631571,0.9500000000000001,0.9032258064516121,0.8266666666666661,0.8352349983572991,0.8530409639684,supervised_embeddings,0
1,precision,1.0,0.6875,0.7272727272727271,1.0,0.9090909090909091,0.7333333333333331,1.0,1.0,1.0,0.7659574468085101,0.8823154416505481,0.870331649378242,supervised_embeddings,10
1,recall,0.8571428571428571,0.6875,0.7619047619047611,0.555555555555555,0.9375,0.758620689655172,0.9090909090909091,0.9500000000000001,1.0,0.9,0.831731477334925,0.8607594936708861,supervised_embeddings,10
1,f1-score,0.923076923076923,0.6875,0.744186046511627,0.7142857142857141,0.923076923076923,0.745762711864406,0.9523809523809521,0.9743589743589741,1.0,0.827586206896551,0.849221445245207,0.861329243346965,supervised_embeddings,10
2,precision,0.8484848484848481,0.625,0.8823529411764701,0.8888888888888881,0.9032258064516121,0.764705882352941,1.0,0.9090909090909091,0.896551724137931,0.875,0.8593301000583601,0.8579814580044831,supervised_embeddings,10
2,recall,1.0,0.625,0.7142857142857141,0.8888888888888881,0.875,0.896551724137931,0.5454545454545451,1.0,0.8387096774193541,0.875,0.8258890550186431,0.852320675105485,supervised_embeddings,10
2,f1-score,0.918032786885245,0.625,0.7894736842105261,0.8888888888888881,0.8888888888888881,0.825396825396825,0.7058823529411761,0.9523809523809521,0.866666666666666,0.875,0.833561104625917,0.849551938307168,supervised_embeddings,10
3,precision,0.9642857142857141,0.818181818181818,0.8,1.0,0.8285714285714281,0.75,0.9,0.9523809523809521,0.9062500000000001,0.85,0.8769669913419911,0.865808286298792,supervised_embeddings,10
3,recall,0.9642857142857141,0.5625,0.7619047619047611,0.8888888888888881,0.9062500000000001,0.827586206896551,0.818181818181818,1.0,0.9354838709677411,0.85,0.8515081261125471,0.864978902953586,supervised_embeddings,10
3,f1-score,0.9642857142857141,0.6666666666666661,0.780487804878048,0.9411764705882351,0.865671641791044,0.7868852459016391,0.8571428571428571,0.9756097560975611,0.92063492063492,0.85,0.8608561077986691,0.8629920361310801,supervised_embeddings,10
1,precision,0.8888888888888881,0.7000000000000001,0.764705882352941,1.0,0.7894736842105261,0.7096774193548381,0.6923076923076921,0.9500000000000001,0.911764705882352,0.7272727272727271,0.8134091000269961,0.805749008704533,supervised_embeddings,30
1,recall,0.8571428571428571,0.4375,0.6190476190476191,0.33333333333333304,0.9375,0.758620689655172,0.818181818181818,0.9500000000000001,1.0,0.8,0.75113263173608,0.80168776371308,supervised_embeddings,30
1,f1-score,0.872727272727272,0.538461538461538,0.684210526315789,0.5,0.8571428571428571,0.7333333333333331,0.7500000000000001,0.9500000000000001,0.9538461538461531,0.7619047619047621,0.76016264437317,0.792872694704806,supervised_embeddings,30
2,precision,0.833333333333333,0.6875,0.928571428571428,0.875,0.9354838709677411,0.6410256410256411,1.0,0.826086956521739,0.846153846153846,0.813953488372093,0.8387108564945821,0.829300458608153,supervised_embeddings,30
2,recall,0.892857142857142,0.6875,0.6190476190476191,0.777777777777777,0.9062500000000001,0.8620689655172411,0.636363636363636,0.9500000000000001,0.7096774193548381,0.875,0.791654256091825,0.814345991561181,supervised_embeddings,30
2,f1-score,0.8620689655172411,0.6875,0.7428571428571431,0.8235294117647061,0.92063492063492,0.7352941176470581,0.777777777777777,0.883720930232558,0.771929824561403,0.8433734939759031,0.8048686584968711,0.8136214392113651,supervised_embeddings,30
3,precision,0.8620689655172411,0.769230769230769,0.772727272727272,1.0,0.8823529411764701,0.631578947368421,1.0,0.9500000000000001,0.9032258064516121,0.846153846153846,0.861733854862563,0.8441777785102651,supervised_embeddings,30
3,recall,0.892857142857142,0.625,0.8095238095238091,0.6666666666666661,0.9375,0.827586206896551,0.45454545454545403,0.9500000000000001,0.9032258064516121,0.8250000000000001,0.7891905086941231,0.8312236286919831,supervised_embeddings,30
3,f1-score,0.8771929824561401,0.689655172413793,0.7906976744186041,0.8,0.9090909090909091,0.716417910447761,0.625,0.9500000000000001,0.9032258064516121,0.8354430379746831,0.80967234932535,0.82936830144753,supervised_embeddings,30
1,precision,0.757575757575757,0.6000000000000001,0.6666666666666661,0.6666666666666661,0.8484848484848481,0.5675675675675671,0.9,1.0,0.837837837837837,0.75,0.759479934479934,0.7607429063125261,supervised_embeddings,50
1,recall,0.892857142857142,0.375,0.6666666666666661,0.22222222222222202,0.875,0.7241379310344821,0.818181818181818,0.85,1.0,0.675,0.709906578096233,0.7594936708860761,supervised_embeddings,50
1,f1-score,0.8196721311475411,0.461538461538461,0.6666666666666661,0.33333333333333304,0.861538461538461,0.636363636363636,0.8571428571428571,0.9189189189189181,0.911764705882353,0.710526315789473,0.71774654883217,0.750430040512255,supervised_embeddings,50
2,precision,0.85,0.384615384615384,0.8571428571428571,0.8,0.818181818181818,0.38,1.0,0.8095238095238091,0.7741935483870961,0.744186046511627,0.741784346436259,0.7312809383401081,supervised_embeddings,50
2,recall,0.6071428571428571,0.3125,0.5714285714285711,0.44444444444444403,0.8437500000000001,0.6551724137931031,0.636363636363636,0.85,0.7741935483870961,0.8,0.64949954715597,0.6919831223628691,supervised_embeddings,50
2,f1-score,0.708333333333333,0.344827586206896,0.685714285714285,0.5714285714285711,0.83076923076923,0.48101265822784806,0.777777777777777,0.829268292682926,0.7741935483870961,0.7710843373493971,0.6774409621877361,0.69793970140048,supervised_embeddings,50
3,precision,0.583333333333333,0.6666666666666661,0.7391304347826081,1.0,0.8787878787878781,0.552631578947368,0.75,0.8571428571428571,0.8620689655172411,0.6666666666666661,0.7556428381844621,0.7360883070956911,supervised_embeddings,50
3,recall,0.75,0.375,0.8095238095238091,0.555555555555555,0.9062500000000001,0.7241379310344821,0.27272727272727204,0.9,0.8064516129032251,0.65,0.6749646181744341,0.7215189873417721,supervised_embeddings,50
3,f1-score,0.656249999999999,0.48000000000000004,0.772727272727272,0.7142857142857141,0.892307692307692,0.6268656716417911,0.399999999999999,0.8780487804878041,0.833333333333333,0.658227848101265,0.6912046312884871,0.7154734922128361,supervised_embeddings,50
1,precision,0.521739130434782,0.4,0.478260869565217,0.0,0.48888888888888804,0.33333333333333304,0.833333333333333,0.8125,0.9047619047619041,0.52,0.529281746031746,0.551171184550381,supervised_embeddings,70
1,recall,0.42857142857142805,0.25,0.5238095238095231,0.0,0.6875,0.482758620689655,0.45454545454545403,0.65,0.6129032258064511,0.65,0.47400882534225103,0.531645569620253,supervised_embeddings,70
1,f1-score,0.47058823529411703,0.30769230769230704,0.5,0.0,0.5714285714285711,0.394366197183098,0.5882352941176471,0.7222222222222221,0.7307692307692301,0.5777777777777771,0.48630798364849703,0.5274340567933841,supervised_embeddings,70
2,precision,0.45,0.25,0.875,0.6666666666666661,0.647058823529411,0.26315789473684204,0.5714285714285711,0.652173913043478,0.625,0.703703703703703,0.570418957310867,0.5745350295149431,supervised_embeddings,70
2,recall,0.321428571428571,0.1875,0.33333333333333304,0.44444444444444403,0.6875,0.689655172413793,0.36363636363636304,0.75,0.48387096774193505,0.47500000000000003,0.47363688529984405,0.49789029535864904,supervised_embeddings,70
2,f1-score,0.375,0.21428571428571402,0.482758620689655,0.533333333333333,0.6666666666666661,0.38095238095238104,0.44444444444444403,0.6976744186046511,0.5454545454545451,0.567164179104477,0.49077343035358606,0.505002068262694,supervised_embeddings,70
3,precision,0.33333333333333304,0.44444444444444403,0.7368421052631571,0.6666666666666661,0.636363636363636,0.234042553191489,0.8,0.8,0.842105263157894,0.5609756097560971,0.605477361217672,0.5840223063683501,supervised_embeddings,70
3,recall,0.35714285714285704,0.25,0.6666666666666661,0.22222222222222202,0.875,0.379310344827586,0.36363636363636304,0.8,0.5161290322580641,0.5750000000000001,0.500510748675375,0.5400843881856541,supervised_embeddings,70
3,f1-score,0.344827586206896,0.32,0.7000000000000001,0.33333333333333304,0.7368421052631571,0.28947368421052605,0.5,0.8,0.639999999999999,0.5679012345679011,0.5232377943581811,0.5422147932786301,supervised_embeddings,70
