,,object_name,object_color,placement,micro avg,macro avg,weighted avg,pipeline,split
1,precision,0.96,0.973684210526315,0.972972972972973,0.9674556213017751,0.9688857278330961,0.9674218160126471,mitie,0
1,recall,0.9473684210526311,1.0,0.923076923076923,0.9589442815249261,0.956815114709851,0.9589442815249261,mitie,0
1,f1-score,0.95364238410596,0.986666666666666,0.9473684210526311,0.9631811487481591,0.9625591572750861,0.9629571238305311,mitie,0
2,precision,0.8975903614457831,0.9909090909090911,0.9594594594594591,0.9400000000000001,0.9493196372714441,0.941912890298718,mitie,0
2,recall,0.9802631578947361,0.9819819819819811,0.9594594594594591,0.9762611275964391,0.9739015331120591,0.9762611275964391,mitie,0
2,f1-score,0.9371069182389931,0.9864253393665151,0.9594594594594591,0.9577874818049491,0.9609972390216561,0.9582595378101191,mitie,0
3,precision,0.925,0.98095238095238,0.9642857142857141,0.9512893982808021,0.9567460317460311,0.951826338844143,mitie,0
3,recall,0.9801324503311251,0.9903846153846151,0.98780487804878,0.9851632047477741,0.986107314588173,0.9851632047477741,mitie,0
3,f1-score,0.9517684887459801,0.9856459330143541,0.975903614457831,0.9679300291545181,0.9711060120727221,0.968095890859578,mitie,0
1,precision,0.9363057324840761,0.9487179487179481,0.9740259740259741,0.9487179487179481,0.9530165517426661,0.9489741631064451,mitie,10
1,recall,0.967105263157894,1.0,0.9615384615384611,0.976539589442815,0.976214574898785,0.976539589442815,mitie,10
1,f1-score,0.9514563106796111,0.973684210526315,0.9677419354838711,0.9624277456647391,0.9642941522299321,0.9624169429896301,mitie,10
2,precision,0.9303797468354431,0.9819819819819811,0.9594594594594591,0.9533527696793,0.957273729425628,0.953761784922811,mitie,10
2,recall,0.967105263157894,0.9819819819819811,0.9594594594594591,0.970326409495548,0.969515568199778,0.970326409495548,mitie,10
2,f1-score,0.9483870967741931,0.9819819819819811,0.9594594594594591,0.9617647058823531,0.963276179405211,0.9618837943907341,mitie,10
3,precision,0.942675159235668,0.9716981132075471,0.9875,0.9620991253644311,0.9672910908144051,0.962538732398133,mitie,10
3,recall,0.9801324503311251,0.9903846153846151,0.9634146341463411,0.9792284866468841,0.9779772332873611,0.9792284866468841,mitie,10
3,f1-score,0.961038961038961,0.98095238095238,0.9753086419753081,0.9705882352941171,0.972433327988883,0.970656496670344,mitie,10
1,precision,0.9539473684210521,0.9823008849557521,0.973684210526315,0.9677419354838711,0.9699774879677061,0.9676913978039321,mitie,30
1,recall,0.9539473684210521,1.0,0.9487179487179481,0.9677419354838711,0.9675551057130001,0.9677419354838711,mitie,30
1,f1-score,0.9539473684210521,0.991071428571428,0.961038961038961,0.9677419354838711,0.9686859193438141,0.967653863731576,mitie,30
2,precision,0.9113924050632911,0.9819819819819811,0.9466666666666661,0.9418604651162791,0.9466803512373131,0.9423886614330961,mitie,30
2,recall,0.9473684210526311,0.9819819819819811,0.9594594594594591,0.9614243323442131,0.9629366208313571,0.9614243323442131,mitie,30
2,f1-score,0.9290322580645161,0.9819819819819811,0.9530201342281871,0.951541850220264,0.9546781247582281,0.9517400390465641,mitie,30
3,precision,0.9303797468354431,0.9449541284403671,0.976190476190476,0.9458689458689451,0.950508117155428,0.9460243031975341,mitie,30
3,recall,0.9735099337748341,0.9903846153846151,1.0,0.9851632047477741,0.9879648497198161,0.9851632047477741,mitie,30
3,f1-score,0.9514563106796111,0.9671361502347411,0.9879518072289151,0.965116279069767,0.9688480893810891,0.9651754027590671,mitie,30
1,precision,0.790322580645161,0.9819819819819811,0.9487179487179481,0.88,0.907007503781697,0.8889414435720361,mitie,50
1,recall,0.967105263157894,0.9819819819819811,0.9487179487179481,0.9677419354838711,0.965935064619275,0.9677419354838711,mitie,50
1,f1-score,0.8698224852071,0.9819819819819811,0.9487179487179481,0.9217877094972061,0.9335074719690101,0.9243783511773581,mitie,50
2,precision,0.82183908045977,0.956521739130434,0.8987341772151891,0.8804347826086951,0.8923649989351311,0.8830854076774101,mitie,50
2,recall,0.9407894736842101,0.9909909909909911,0.9594594594594591,0.9614243323442131,0.9637466413782201,0.9614243323442131,mitie,50
2,f1-score,0.8773006134969321,0.973451327433628,0.9281045751633981,0.9191489361702121,0.926285505364653,0.9201261992841481,mitie,50
3,precision,0.872727272727272,0.9716981132075471,0.9302325581395341,0.915966386554621,0.9248859813581181,0.9172625867146731,mitie,50
3,recall,0.95364238410596,0.9903846153846151,0.9756097560975611,0.970326409495548,0.9732122518627121,0.970326409495548,mitie,50
3,f1-score,0.9113924050632911,0.98095238095238,0.9523809523809521,0.94236311239193,0.948241912798874,0.942832459581135,mitie,50
1,precision,0.7790697674418601,0.939130434782608,0.9487179487179481,0.865753424657534,0.888972716980806,0.8699767827332321,mitie,70
1,recall,0.881578947368421,0.972972972972973,0.9487179487179481,0.926686217008797,0.9344232896864471,0.926686217008797,mitie,70
1,f1-score,0.8271604938271601,0.9557522123893801,0.9487179487179481,0.895184135977337,0.910543551644829,0.896823726208063,mitie,70
2,precision,0.65989847715736,0.9237288135593221,0.866666666666666,0.779487179487179,0.8167646524611161,0.792201187437201,mitie,70
2,recall,0.8552631578947361,0.9819819819819811,0.8783783783783781,0.9020771513353111,0.905207839418365,0.9020771513353111,mitie,70
2,f1-score,0.744985673352435,0.9519650655021831,0.87248322147651,0.836313617606602,0.8564779867770431,0.841156388752445,mitie,70
3,precision,0.6293103448275861,0.9363636363636361,1.0,0.7801418439716311,0.8552246603970741,0.8142661135038091,mitie,70
3,recall,0.9668874172185431,0.9903846153846151,0.98780487804878,0.9792284866468841,0.9816923035506461,0.9792284866468841,mitie,70
3,f1-score,0.7624020887728451,0.9626168224299061,0.9938650306748461,0.8684210526315791,0.9062946472925331,0.8805097847262531,mitie,70
1,precision,0.982558139534883,0.9913043478260871,0.9493670886075941,0.9781420765027321,0.9744098586561881,0.9782916305632061,recommended,0
1,recall,0.9657142857142851,0.982758620689655,0.9615384615384611,0.970189701897018,0.9700037893141341,0.970189701897018,recommended,0
1,f1-score,0.9740634005763681,0.9870129870129861,0.9554140127388531,0.9741496598639451,0.9721634667760691,0.974192126254747,recommended,0
2,precision,0.9934210526315791,1.0,0.9333333333333331,0.982808022922636,0.9755847953216371,0.9828479203627041,recommended,0
2,recall,0.9556962025316451,1.0,0.9210526315789471,0.963483146067415,0.9589162780368641,0.963483146067415,recommended,0
2,f1-score,0.974193548387096,1.0,0.9271523178807941,0.9730496453900711,0.9671152887559631,0.972994822483431,recommended,0
3,precision,0.9627329192546581,1.0,0.9638554216867471,0.974504249291784,0.9755294469804681,0.9748866464424341,recommended,0
3,recall,0.9872611464968151,0.973214285714285,0.9756097560975611,0.98005698005698,0.9786950627695541,0.98005698005698,recommended,0
3,f1-score,0.974842767295597,0.9864253393665151,0.9696969696969691,0.9772727272727271,0.976988358786361,0.9773364786028771,recommended,0
1,precision,0.9882352941176471,0.9913043478260871,0.9375,0.9780821917808211,0.972346547314578,0.97847555777348,recommended,10
1,recall,0.96,0.982758620689655,0.9615384615384611,0.9674796747967481,0.968099027409372,0.9674796747967481,recommended,10
1,f1-score,0.97391304347826,0.9870129870129861,0.9493670886075941,0.9727520435967301,0.9700977063662801,0.972842607082912,recommended,10
2,precision,0.9871794871794871,0.9918699186991871,0.948051948051948,0.9803370786516851,0.9757004513102071,0.9804338121000211,recommended,10
2,recall,0.9746835443037971,1.0,0.9605263157894731,0.9803370786516851,0.9784032866977571,0.9803370786516851,recommended,10
2,f1-score,0.980891719745223,0.9959183673469381,0.9542483660130711,0.9803370786516851,0.9770194843684111,0.9803533942501831,recommended,10
3,precision,0.9570552147239261,1.0,0.9756097560975611,0.9745762711864401,0.9775549902738291,0.9750930732525821,recommended,10
3,recall,0.9936305732484071,0.973214285714285,0.9756097560975611,0.9829059829059821,0.9808182050200841,0.9829059829059821,recommended,10
3,f1-score,0.975,0.9864253393665151,0.9756097560975611,0.9787234042553191,0.979011698488025,0.978788142475925,recommended,10
1,precision,0.977011494252873,0.9913043478260871,0.9375,0.972899728997289,0.9686052806929861,0.973152617458208,recommended,30
1,recall,0.9714285714285711,0.982758620689655,0.9615384615384611,0.972899728997289,0.9719085512188961,0.972899728997289,recommended,30
1,f1-score,0.9742120343839541,0.9870129870129861,0.9493670886075941,0.972899728997289,0.9701973700015121,0.972984404937915,recommended,30
2,precision,0.9933774834437081,0.983870967741935,0.9333333333333331,0.9771428571428571,0.9701939281729921,0.977301218488638,recommended,30
2,recall,0.9493670886075941,1.0,0.9210526315789471,0.96067415730337,0.9568065733955141,0.96067415730337,recommended,30
2,f1-score,0.9708737864077661,0.9918699186991871,0.9271523178807941,0.9688385269121811,0.9632986743292491,0.9687352935187311,recommended,30
3,precision,0.9401197604790411,1.0,0.9634146341463411,0.9636871508379881,0.967844798208461,0.9646689526929041,recommended,30
3,recall,1.0,0.973214285714285,0.9634146341463411,0.9829059829059821,0.9788763066202091,0.9829059829059821,recommended,30
3,f1-score,0.9691358024691351,0.9864253393665151,0.9634146341463411,0.973201692524682,0.972991925327331,0.973316122497732,recommended,30
1,precision,0.9764705882352941,0.9913043478260871,0.948051948051948,0.9751381215469611,0.971942294704443,0.9751265832982501,recommended,50
1,recall,0.9485714285714281,0.982758620689655,0.9358974358974351,0.956639566395663,0.955742495052839,0.956639566395663,recommended,50
1,f1-score,0.9623188405797101,0.9870129870129861,0.941935483870967,0.9658002735978111,0.9637557704878881,0.9657730930539051,recommended,50
2,precision,0.986666666666666,0.983870967741935,0.935064935064935,0.9743589743589741,0.9685341898245121,0.974692490064001,recommended,50
2,recall,0.9367088607594931,1.0,0.9473684210526311,0.96067415730337,0.9613590939373751,0.96067415730337,recommended,50
2,f1-score,0.961038961038961,0.9918699186991871,0.9411764705882351,0.9674681753889671,0.964695116775461,0.967364319354389,recommended,50
3,precision,0.9806451612903221,0.982456140350877,0.9638554216867471,0.9772727272727271,0.975652241109315,0.9773006342455611,recommended,50
3,recall,0.9681528662420381,1.0,0.9756097560975611,0.98005698005698,0.981254207446533,0.98005698005698,recommended,50
3,f1-score,0.9743589743589741,0.9911504424778761,0.9696969696969691,0.978662873399715,0.9784021288446061,0.978627806401802,recommended,50
1,precision,0.9815950920245391,0.9829059829059821,0.929577464788732,0.9715099715099711,0.9646928465730851,0.9710115918019231,recommended,70
1,recall,0.914285714285714,0.9913793103448271,0.846153846153846,0.9241192411924121,0.917272956928129,0.9241192411924121,recommended,70
1,f1-score,0.946745562130177,0.987124463519313,0.8859060402684561,0.9472222222222221,0.9399253553059821,0.9465788137722521,recommended,70
2,precision,0.9863013698630131,0.991803278688524,0.894736842105263,0.9680232558139531,0.9576138302189331,0.9686393720178541,recommended,70
2,recall,0.9113924050632911,0.991803278688524,0.894736842105263,0.9353932584269661,0.9326441752856931,0.9353932584269661,recommended,70
2,f1-score,0.9473684210526311,0.991803278688524,0.894736842105263,0.9514285714285711,0.944636180615473,0.9513601419278531,recommended,70
3,precision,0.9617834394904451,0.982456140350877,0.9411764705882351,0.963483146067415,0.961805350143186,0.9635656931838561,recommended,70
3,recall,0.9617834394904451,1.0,0.9756097560975611,0.977207977207977,0.9791310651960021,0.977207977207977,recommended,70
3,f1-score,0.9617834394904451,0.9911504424778761,0.9580838323353291,0.97029702970297,0.970339238101217,0.9702898114217071,recommended,70
1,precision,1.0,1.0,0.9367088607594931,0.9849397590361441,0.978902953586497,0.985522847915661,pretrained_embeddings_spacy,0
1,recall,0.934210526315789,1.0,0.9487179487179481,0.9589442815249261,0.9609761583445791,0.9589442815249261,pretrained_embeddings_spacy,0
1,f1-score,0.9659863945578231,1.0,0.942675159235668,0.9717682020802371,0.9695538512644971,0.9717260832644321,pretrained_embeddings_spacy,0
2,precision,0.9791666666666661,1.0,0.9210526315789471,0.9723926380368091,0.9667397660818711,0.9729596853490651,pretrained_embeddings_spacy,0
2,recall,0.927631578947368,0.9549549549549551,0.9210526315789471,0.9351032448377581,0.934546388493756,0.9351032448377581,pretrained_embeddings_spacy,0
2,f1-score,0.9527027027027021,0.9769585253456221,0.9210526315789471,0.9533834586466161,0.9502379532090901,0.9535492835521381,pretrained_embeddings_spacy,0
3,precision,0.9801324503311251,1.0,0.9418604651162791,0.976539589442815,0.9739976384824681,0.976951211096542,pretrained_embeddings_spacy,0
3,recall,0.9801324503311251,1.0,0.98780487804878,0.9881305637982191,0.9893124427933021,0.9881305637982191,pretrained_embeddings_spacy,0
3,f1-score,0.9801324503311251,1.0,0.9642857142857141,0.9823008849557521,0.981472721538946,0.9824077999152181,pretrained_embeddings_spacy,0
1,precision,1.0,1.0,0.9367088607594931,0.984894259818731,0.978902953586497,0.985522847915661,pretrained_embeddings_spacy,10
1,recall,0.927631578947368,1.0,0.9487179487179481,0.9560117302052781,0.9587831758884391,0.9560117302052781,pretrained_embeddings_spacy,10
1,f1-score,0.962457337883959,1.0,0.942675159235668,0.9702380952380951,0.968377499039875,0.9701530140139111,pretrained_embeddings_spacy,10
2,precision,0.979310344827586,1.0,0.9240506329113921,0.9727272727272721,0.9677869925796591,0.9736962257081381,pretrained_embeddings_spacy,10
2,recall,0.934210526315789,0.9549549549549551,0.9605263157894731,0.9469026548672561,0.949897265686739,0.9469026548672561,pretrained_embeddings_spacy,10
2,f1-score,0.9562289562289561,0.9769585253456221,0.941935483870967,0.959641255605381,0.9583743218151821,0.95981207797746,pretrained_embeddings_spacy,10
3,precision,0.98,1.0,0.9310344827586201,0.9736070381231671,0.9703448275862061,0.9742576486237591,pretrained_embeddings_spacy,10
3,recall,0.9735099337748341,1.0,0.98780487804878,0.9851632047477741,0.9871049372745381,0.9851632047477741,pretrained_embeddings_spacy,10
3,f1-score,0.976744186046511,1.0,0.9585798816568041,0.9793510324483771,0.978441355901105,0.979501253379469,pretrained_embeddings_spacy,10
1,precision,1.0,1.0,0.9358974358974351,0.9845679012345671,0.978632478632478,0.9853372434017591,pretrained_embeddings_spacy,30
1,recall,0.9078947368421051,0.972972972972973,0.9358974358974351,0.9354838709677411,0.9389217152375041,0.9354838709677411,pretrained_embeddings_spacy,30
1,f1-score,0.951724137931034,0.9863013698630131,0.9358974358974351,0.959398496240601,0.9579743145638281,0.9593592991797991,pretrained_embeddings_spacy,30
2,precision,0.993006993006993,1.0,0.9240506329113921,0.9787234042553191,0.9723525419727951,0.979837495688285,pretrained_embeddings_spacy,30
2,recall,0.934210526315789,0.9639639639639641,0.9605263157894731,0.9498525073746311,0.9529002686897421,0.9498525073746311,pretrained_embeddings_spacy,30
2,f1-score,0.962711864406779,0.9816513761467891,0.941935483870967,0.9640718562874251,0.9620995748081781,0.9642554658298451,pretrained_embeddings_spacy,30
3,precision,0.979729729729729,0.9903846153846151,0.9418604651162791,0.9733727810650881,0.9706582700768741,0.9738034045362731,pretrained_embeddings_spacy,30
3,recall,0.9602649006622511,0.9903846153846151,0.98780487804878,0.9762611275964391,0.979484798031882,0.9762611275964391,pretrained_embeddings_spacy,30
3,f1-score,0.969899665551839,0.9903846153846151,0.9642857142857141,0.974814814814814,0.9748566650740561,0.974855424539336,pretrained_embeddings_spacy,30
1,precision,1.0,0.9909090909090911,0.9466666666666661,0.984375,0.9791919191919191,0.9848413756331641,pretrained_embeddings_spacy,50
1,recall,0.888157894736842,0.9819819819819811,0.91025641025641,0.9237536656891491,0.9267987623250781,0.9237536656891491,pretrained_embeddings_spacy,50
1,f1-score,0.9407665505226481,0.9864253393665151,0.9281045751633981,0.9531013615733731,0.9517654883508541,0.9527328012078321,pretrained_embeddings_spacy,50
2,precision,1.0,1.0,0.9333333333333331,0.9843260188087771,0.9777777777777771,0.9850540806293011,pretrained_embeddings_spacy,50
2,recall,0.894736842105263,0.972972972972973,0.9210526315789471,0.9262536873156341,0.9295874822190611,0.9262536873156341,pretrained_embeddings_spacy,50
2,f1-score,0.9444444444444441,0.9863013698630131,0.9271523178807941,0.954407294832826,0.952632710729417,0.954273108463983,pretrained_embeddings_spacy,50
3,precision,0.9791666666666661,0.990196078431372,0.9529411764705881,0.9758308157099691,0.974101307189542,0.9761891255018321,pretrained_embeddings_spacy,50
3,recall,0.9337748344370861,0.971153846153846,0.98780487804878,0.9584569732937681,0.9642445195465711,0.9584569732937681,pretrained_embeddings_spacy,50
3,f1-score,0.9559322033898301,0.9805825242718441,0.9700598802395201,0.9670658682634731,0.9688582026337321,0.9669770190379141,pretrained_embeddings_spacy,50
1,precision,0.9906542056074761,0.9903846153846151,0.9027777777777771,0.9681978798586571,0.961272199589956,0.970465683949253,pretrained_embeddings_spacy,70
1,recall,0.6973684210526311,0.9279279279279271,0.833333333333333,0.8035190615835771,0.819543227437964,0.8035190615835771,pretrained_embeddings_spacy,70
1,f1-score,0.8185328185328181,0.9581395348837211,0.866666666666666,0.8782051282051281,0.8811130066944021,0.874986735451851,pretrained_embeddings_spacy,70
2,precision,0.9906542056074761,1.0,0.8488372093023251,0.951219512195121,0.9464971383032671,0.961920552092369,pretrained_embeddings_spacy,70
2,recall,0.6973684210526311,0.8468468468468461,0.9605263157894731,0.805309734513274,0.8349138612296501,0.805309734513274,pretrained_embeddings_spacy,70
2,f1-score,0.8185328185328181,0.917073170731707,0.901234567901234,0.87220447284345,0.878946852388586,0.8693390487572321,pretrained_embeddings_spacy,70
3,precision,0.9615384615384611,0.979381443298969,0.951807228915662,0.964516129032258,0.9642423779176971,0.9646770639955031,pretrained_embeddings_spacy,70
3,recall,0.8278145695364231,0.9134615384615381,0.9634146341463411,0.887240356083086,0.901563580714767,0.887240356083086,pretrained_embeddings_spacy,70
3,f1-score,0.889679715302491,0.945273631840795,0.9575757575757571,0.9242658423493041,0.9308430349063481,0.923356993600388,pretrained_embeddings_spacy,70
1,precision,1.0,1.0,0.9367088607594931,0.9849849849849851,0.978902953586497,0.985522847915661,supervised_embeddings,0
1,recall,0.9407894736842101,1.0,0.9487179487179481,0.961876832844574,0.963169140800719,0.961876832844574,supervised_embeddings,0
1,f1-score,0.9694915254237281,1.0,0.942675159235668,0.973293768545994,0.970722228219799,0.973288487638677,supervised_embeddings,0
2,precision,0.9724137931034481,1.0,0.92,0.9692307692307691,0.9641379310344821,0.9699907909546711,supervised_embeddings,0
2,recall,0.927631578947368,0.945945945945945,0.9324324324324321,0.9347181008902071,0.9353366524419151,0.9347181008902071,supervised_embeddings,0
2,f1-score,0.9494949494949491,0.9722222222222221,0.9261744966442951,0.9516616314199391,0.9492972227871551,0.951859975494293,supervised_embeddings,0
3,precision,0.986577181208053,1.0,0.9310344827586201,0.9764705882352941,0.9725372213222241,0.9772046942095631,supervised_embeddings,0
3,recall,0.9735099337748341,1.0,0.98780487804878,0.9851632047477741,0.9871049372745381,0.9851632047477741,supervised_embeddings,0
3,f1-score,0.98,1.0,0.9585798816568041,0.9807976366322011,0.979526627218934,0.9809600898986881,supervised_embeddings,0
1,precision,1.0,1.0,0.9367088607594931,0.984894259818731,0.978902953586497,0.985522847915661,supervised_embeddings,10
1,recall,0.927631578947368,1.0,0.9487179487179481,0.9560117302052781,0.9587831758884391,0.9560117302052781,supervised_embeddings,10
1,f1-score,0.962457337883959,1.0,0.942675159235668,0.9702380952380951,0.968377499039875,0.9701530140139111,supervised_embeddings,10
2,precision,0.9726027397260271,1.0,0.9210526315789471,0.9695121951219511,0.9645517904349911,0.970307154822546,supervised_embeddings,10
2,recall,0.934210526315789,0.9549549549549551,0.945945945945945,0.9436201780415431,0.945037142405563,0.9436201780415431,supervised_embeddings,10
2,f1-score,0.9530201342281871,0.9769585253456221,0.9333333333333331,0.9563909774436081,0.954437330969047,0.9565819684947041,supervised_embeddings,10
3,precision,0.9735099337748341,1.0,0.9418604651162791,0.9736070381231671,0.9717901329637041,0.973983852046097,supervised_embeddings,10
3,recall,0.9735099337748341,1.0,0.98780487804878,0.9851632047477741,0.9871049372745381,0.9851632047477741,supervised_embeddings,10
3,f1-score,0.9735099337748341,1.0,0.9642857142857141,0.9793510324483771,0.9792652160201821,0.9794404408647731,supervised_embeddings,10
1,precision,1.0,1.0,0.9358974358974351,0.9846153846153841,0.978632478632478,0.9853372434017591,supervised_embeddings,30
1,recall,0.9144736842105261,0.972972972972973,0.9358974358974351,0.9384164222873901,0.9411146976936451,0.9384164222873901,supervised_embeddings,30
1,f1-score,0.955326460481099,0.9863013698630131,0.9358974358974351,0.9609609609609611,0.959175088747183,0.960965026533494,supervised_embeddings,30
2,precision,0.986111111111111,1.0,0.9210526315789471,0.9755351681957181,0.9690545808966861,0.976399951411664,supervised_embeddings,30
2,recall,0.934210526315789,0.9639639639639641,0.945945945945945,0.9465875370919881,0.9480401454085661,0.9465875370919881,supervised_embeddings,30
2,f1-score,0.9594594594594591,0.9816513761467891,0.9333333333333331,0.9608433734939761,0.9581480563131941,0.96103206901127,supervised_embeddings,30
3,precision,0.9863945578231291,0.9903846153846151,0.9425287356321831,0.9763313609467451,0.9731026362799761,0.9769523280508351,supervised_embeddings,30
3,recall,0.9602649006622511,0.9903846153846151,1.0,0.9792284866468841,0.9835498386822891,0.9792284866468841,supervised_embeddings,30
3,f1-score,0.9731543624161071,0.9903846153846151,0.970414201183431,0.9777777777777771,0.9779843929947181,0.9778049650500701,supervised_embeddings,30
1,precision,1.0,0.9909090909090911,0.9466666666666661,0.984375,0.9791919191919191,0.9848413756331641,supervised_embeddings,50
1,recall,0.888157894736842,0.9819819819819811,0.91025641025641,0.9237536656891491,0.9267987623250781,0.9237536656891491,supervised_embeddings,50
1,f1-score,0.9407665505226481,0.9864253393665151,0.9281045751633981,0.9531013615733731,0.9517654883508541,0.9527328012078321,supervised_embeddings,50
2,precision,1.0,1.0,0.922077922077922,0.9812500000000001,0.9740259740259741,0.982889514046784,supervised_embeddings,50
2,recall,0.888157894736842,0.972972972972973,0.9594594594594591,0.931750741839762,0.9401967757230911,0.931750741839762,supervised_embeddings,50
2,f1-score,0.9407665505226481,0.9863013698630131,0.9403973509933771,0.9558599695585991,0.9558217571263461,0.955683595571949,supervised_embeddings,50
3,precision,0.9791666666666661,0.990196078431372,0.9523809523809521,0.975757575757575,0.9739145658263301,0.976052809847974,supervised_embeddings,50
3,recall,0.9337748344370861,0.971153846153846,0.9756097560975611,0.9554896142433231,0.9601794788961641,0.9554896142433231,supervised_embeddings,50
