,,object_name,object_color,placement,micro avg,macro avg,weighted avg,pipeline,split
3,f1-score,0.9559322033898301,0.9805825242718441,0.9638554216867471,0.96551724137931,0.966790049782807,0.9654673288262591,supervised_embeddings,50
1,precision,0.99074074074074,0.9903846153846151,0.9027777777777771,0.9683098591549291,0.961301044634378,0.9705042567945791,supervised_embeddings,70
1,recall,0.7039473684210521,0.9279279279279271,0.833333333333333,0.8064516129032251,0.8217362098941041,0.8064516129032251,supervised_embeddings,70
1,f1-score,0.823076923076923,0.9581395348837211,0.866666666666666,0.88,0.8826277082091031,0.877012260058021,supervised_embeddings,70
2,precision,0.9905660377358491,1.0,0.845238095238095,0.9507042253521121,0.9452680443246481,0.9617615928292821,supervised_embeddings,70
2,recall,0.6907894736842101,0.8468468468468461,0.9594594594594591,0.8011869436201781,0.8323652599968381,0.8011869436201781,supervised_embeddings,70
2,f1-score,0.813953488372093,0.917073170731707,0.8987341772151891,0.8695652173913041,0.8765869454396631,0.866535256076266,supervised_embeddings,70
3,precision,0.9615384615384611,0.9795918367346931,0.951807228915662,0.9646302250803851,0.9643125090629391,0.9647419925335311,supervised_embeddings,70
3,recall,0.8278145695364231,0.923076923076923,0.9634146341463411,0.890207715133531,0.904768708919896,0.890207715133531,supervised_embeddings,70
3,f1-score,0.889679715302491,0.9504950495049501,0.9575757575757571,0.925925925925925,0.9325835074610661,0.9249683509804241,supervised_embeddings,70
